sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;utter-project_EuroLLM-1.7B-Instruct_correct_nll;utter-project_EuroLLM-1.7B-Instruct_incorrect_nll;utter-project_EuroLLM-1.7B-Instruct_certainty;utter-project_EuroLLM-1.7B-Instruct_decision
197.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Atidėkim šį reikalą iki pirmadienio.;Atidėkim šį reikalą ant pirmadienio.; ;;vlkk;;5.562710285186768;5.136221408843994;-0.42648887634277344;incorrect
198.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Vaistus liepė gerti du kartus per dieną.;Vaistus liepė gerti du kartus ant dienos.; ;;vlkk;;5.4650678634643555;5.215677261352539;-0.2493906021118164;incorrect
199.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Kiek tau palikti pinigų savaitei?;Kiek tau palikti pinigų ant savaitės?; ;;vlkk;;5.635819911956787;5.602591514587402;-0.033228397369384766;incorrect
200.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Išvažiuoju visam laikui.;Išvažiuoju ant visados.; ;;vlkk;;4.840948104858398;5.4942803382873535;0.6533322334289551;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Grįšiu tik vakare.;Grįšiu tik ant vakaro.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.112868309020996;6.157074928283691;0.04420661926269531;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Rytojaus dieną pasveikau.;Ant rytojaus pasveikau.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.154401779174805;7.043673515319824;0.8892717361450195;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Močiutė atvažiavo dviem dienoms.;Močiutė atvažiavo ant dviejų dienų.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.509401321411133;6.259912490844727;0.7505111694335938;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Šiomis dienomis atliksiu darbą.;Ant dienų atliksiu darbą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.850464820861816;7.4123311042785645;2.561866283416748;correct
201.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Iš pradžių pykosi, bet galų gale susitaikė.;Iš pradžių pykosi, bet ant galo susitaikė.; ;;vlkk;;3.608159065246582;4.279254913330078;0.6710958480834961;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Renginys prasidės vakarop, kai žmonės grįš iš darbo.;Renginys prasidės ant vakaro, kai žmonės grįš iš darbo.; ;;ChatGPT;;3.834846019744873;4.376497268676758;0.5416512489318848;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Pasimatome per pietus, jei tau tinka.;Pasimatome ant pietų, jei tau tinka.; ;;ChatGPT;;7.423129558563232;5.358369827270508;-2.0647597312927246;incorrect
202.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Tą klausimą svarstykime gale.;Tą klausimą svarstykime ant galo.; ;;vlkk;;4.265546798706055;4.384223461151123;0.11867666244506836;correct
203.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Dirba dviem etatais.;Dirba ant dviejų etatų.; ;;vlkk;;7.538562297821045;5.637094497680664;-1.9014678001403809;incorrect
204.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Jis jau pensininkas.;Jis jau ant pensijos.; ;;vlkk;;5.841001033782959;4.993605613708496;-0.8473954200744629;incorrect
205.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Mokėsi penketais.;Mokėsi ant penketų.; ;;vlkk;;6.5732221603393555;5.965857982635498;-0.6073641777038574;incorrect
206.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Pirkau televizorių išsimokėtinai.;Pirkau televizorių ant išsimokėjimo.; ;;vlkk;;6.37185525894165;6.595383167266846;0.2235279083251953;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Kiek aš supratau, ne jis kaltas.;Ant kiek aš supratau, ne jis kaltas.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.699958324432373;5.522995471954346;0.8230371475219727;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Nuomoju butą.;Gyvenu ant buto.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;8.595934867858887;9.161609649658203;0.5656747817993164;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Tėtis spaudžia šimtu penkiasdešimt.;Tėtis spaudžia ant šimto penkiasdešimt.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.5531158447265625;4.347869396209717;-0.2052464485168457;incorrect
207.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Turiu biuletenį  ir laikausi dietos.;Esu ant biuletenio ir sėdžiu ant dietos.; ;;vlkk;;5.399276256561279;4.707430362701416;-0.6918458938598633;incorrect
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Ji dirba pamainomis, nes įmonė veikia visą parą.;Ji dirba ant pamainų, nes įmonė veikia visą parą.; ;;ChatGPT;;5.00430965423584;4.751339912414551;-0.25296974182128906;incorrect
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Šį mėnesį jie gyvena taupydami pinigus.;Šį mėnesį jie gyvena ant taupymo.; ;;ChatGPT;;4.850021839141846;5.482900142669678;0.632878303527832;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Jis mokėsi muzikos, grodamas kasdien ir laikydamasis griežto praktikos grafiko.;Jis mokėsi muzikos, grodamas kasdien ant griežto praktikos grafiko.; ;;ChatGPT;;3.4993910789489746;5.431053161621094;1.9316620826721191;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Po susirinkimo visi dalyviai grįžo į savo kabinetus, dirbdami tyliai ir susikaupę.;Po susirinkimo visi dalyviai grįžo į savo kabinetus, dirbdami ant tylos ir susikaupimo.; ;;ChatGPT;;3.5279314517974854;3.6620447635650635;0.13411331176757812;correct
208.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Jau porą metų ji nuomoja butą.;Jau porą metų ji gyvena ant buto.; ;;vlkk;;5.766760349273682;6.019282341003418;0.25252199172973633;correct
209.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Pasilik pinigų maistui.;Pasilik pinigų ant maisto.; ;;vlkk;;7.021529674530029;6.326663017272949;-0.6948666572570801;incorrect
210.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Įsidėk pinigų kelionei.;Įsidėk pinigų ant kelionės.; ;;vlkk;;4.810354709625244;4.461255073547363;-0.34909963607788086;incorrect
211.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Ar užteks duonos šešiems žmonėms?;Ar užteks duonos ant šešių žmonių?; ;;vlkk;;6.396103382110596;5.834166526794434;-0.5619368553161621;incorrect
212.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Pakvietėme svečią pietų.;Pakvietėme svečią ant pietų.; ;;vlkk;;5.02854585647583;4.540482521057129;-0.48806333541870117;incorrect
213.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Iškvietė į dvikovą.;Iškvietė ant dvikovos.; ;;vlkk;;5.214632034301758;5.297102928161621;0.08247089385986328;correct
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Jisai tai padarė iš keršto.;Jisai tai padarė ant keršto.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.25177001953125;5.882257461547852;0.6304874420166016;correct
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Susidėjome dovanai.;Susidėjome ant dovanos.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;7.123957633972168;6.502544403076172;-0.6214132308959961;incorrect
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Įsigyk bilietus kelionei į sostinę kitą savaitę.;Įsigyk bilietus ant kelionės į sostinę kitą savaitę.; ;;ChatGPT;;3.831928014755249;3.9112915992736816;0.07936358451843262;correct
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Pasilikau vietos spintelėje makaronams ir ryžiams.;Pasilikau vietos spintelėje ant makaronų ir ryžių.; ;;ChatGPT;;5.322498321533203;5.397732734680176;0.07523441314697266;correct
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Jis nuolat taupo laiką pasiruošimui egzaminui.;Jis nuolat taupo laiką ant pasiruošimo egzaminui.; ;;ChatGPT;;4.570661544799805;4.820219039916992;0.2495574951171875;correct
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Jau surinkome pinigus vakarėliui, kuris vyks penktadienį.;Jau surinkome pinigus ant vakarėlio, kuris vyks penktadienį.; ;;ChatGPT;;4.145244121551514;4.419528484344482;0.27428436279296875;correct
214.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Mokosi inžinieriumi.;Mokosi ant inžinieriaus.; ;;vlkk;;7.985786437988281;5.361721038818359;-2.624065399169922;incorrect
215.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;1;domėtis (apie ką);Direktorius per mažai domėjosi darbo sąlygomis.;Direktorius per mažai domėjosi apie darbo sąlygas.; ;;vlkk;;3.745999574661255;3.947098731994629;0.20109915733337402;correct
216.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;2;ginčytis (apie ką);Dėl ko čia ginčijatės?;Apie ką čia ginčijatės?; ;;vlkk;;4.882742404937744;4.595370292663574;-0.2873721122741699;incorrect
217.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;2;ginčytis (apie ką);Kilo ginčas dėl pelno paskirstymo.;Kilo ginčas apie pelno paskirstymą.; ;;vlkk;;4.923898220062256;5.889431953430176;0.9655337333679199;correct
218.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;3;rodyti (apie ką);Ši lentelė rodo gamybos tempų kitimą.;Ši lentelė rodo apie gamybos tempų kitimą.; ;;vlkk;;4.204005718231201;4.098944664001465;-0.10506105422973633;incorrect
219.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Nėra ko tau skųstis gyvenimu.;Nėra ko tau skųstis apie gyvenimą.; ;;vlkk;;4.536952972412109;4.148810863494873;-0.38814210891723633;incorrect
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;1;domėtis (apie ką);Mokytoja domėjosi mokinių pasiekimais ir pažangumu.;Mokytoja domėjosi apie mokinių pasiekimus ir pažangumą.; ;;ChatGPT;;4.624759197235107;4.082215309143066;-0.542543888092041;incorrect
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;2;ginčytis (apie ką);Tėvai ginčijosi dėl vaikų vasaros atostogų planų.;Tėvai ginčijosi apie vaikų vasaros atostogų planus.; ;;ChatGPT;;3.027623414993286;3.272463321685791;0.24483990669250488;correct
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Kaimynas skundėsi triukšmu naktį.;Kaimynas skundėsi apie triukšmą naktį.; ;;ChatGPT;;4.395367622375488;4.1709747314453125;-0.22439289093017578;incorrect
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;3;rodyti (apie ką);Direktorius rodė darbuotojams naujas darbo procedūras.;Direktorius rodė darbuotojams apie naujas darbo procedūras.; ;;ChatGPT;;4.745643615722656;4.679895877838135;-0.06574773788452148;incorrect
220.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Gauname nemaža skundų dėl duonos kokybės.;Gauname nemaža skundų apie duonos kokybę.; ;;vlkk;;6.0921196937561035;5.870800971984863;-0.22131872177124023;incorrect
221.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;1;atsiliepti (į ką);Nemiga visada neigiamai atsiliepia darbingumui.;Nemiga visada neigiamai atsiliepia į darbingumą.; ;;vlkk;;4.083750247955322;3.835768461227417;-0.24798178672790527;incorrect
222.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;2;daryti įtaką (į ką);Tėvų elgesys visada daro įtaką vaikams.;Tėvų elgesys visada daro įtaką į vaikus.; ;;vlkk;;3.304145574569702;3.7320492267608643;0.4279036521911621;correct
223.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;3;daryti poveikį (į ką);Aptarė naujų vaistų poveikį organizmui.;Aptarė naujų vaistų poveikį į organizmą.; ;;vlkk;;4.536009311676025;4.2842607498168945;-0.25174856185913086;incorrect
224.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;4;daryti spaudimą (į ką);Jie darė spaudimą mūsų darbuotojams.;Jie darė spaudimą į mūsų darbuotojus.; ;;vlkk;;4.061822414398193;3.7877399921417236;-0.2740824222564697;incorrect
225.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;5;įsimylėti (į ką);Visi mokiniai įsimylėję naująjį mokytoją.;Visi mokiniai įsimylėję į naująjį mokytoją.; ;;vlkk;;3.673741579055786;3.711075782775879;0.03733420372009277;correct
226.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;6;nurodyti (į ką);Vadovas nurodė keletą darbo trūkumų.;Vadovas nurodė į keletą darbo trūkumų.; ;;vlkk;;6.7683186531066895;5.3657379150390625;-1.402580738067627;incorrect
227.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;7;skirti dėmesį (į ką);Skirkite daugiau dėmesio ligų profilaktikai.;Skirkite daugiau dėmesio į ligų profilaktiką.; ;;vlkk;;5.259609222412109;4.4024858474731445;-0.8571233749389648;incorrect
228.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;8;veikti (į ką);Orai labai veikia žmonių nuotaikas.;Orai labai veikia į žmonių nuotaikas.; ;;vlkk;;4.979102611541748;4.720500946044922;-0.25860166549682617;incorrect
229.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;9;žaisti (į ką);Žaiskime karą arba futbolą.;Žaiskime į karą arba į futbolą.; ;;vlkk;;5.952062129974365;5.355907440185547;-0.5961546897888184;incorrect
230.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;9;žaisti (į ką);Užteks žaisti slėpynes.;Užteks žaisti į slėpynes.; ;;vlkk;;4.47023868560791;5.0846099853515625;0.6143712997436523;correct
231.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Dabar jam ne egzaminai rūpi.;Dabar jam ne iki egzaminų.; ;;vlkk;;6.2060627937316895;4.485520362854004;-1.7205424308776855;incorrect
232.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Šiandien žvejams ne raudės galvoje – laukia privatizavimo.;Šiandien žvejams ne iki raudžių – laukia privatizavimo.; ;;vlkk;;5.743086338043213;5.165058612823486;-0.5780277252197266;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Jiems šiandien ne šokiai rūpi.;Jiems šiandien ne iki šokių.; ;Changed the sentence to make it more different from the first one.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;6.872536659240723;6.78582239151001;-0.08671426773071289;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Man dabar ne jūsų problemos galvoje.;Man dabar ne iki jūsų problemų.; ;;internet;https://www.mazeikiai.lt › files › rekomendacijos;6.036348342895508;4.959202289581299;-1.077146053314209;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Šiandien studentams ne paskaitos rūpi – jie galvoja apie egzaminus.;Šiandien studentams ne iki paskaitų – jie galvoja apie egzaminus.; ;;ChatGPT;;3.6437864303588867;4.019023418426514;0.37523698806762695;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Man šiandien ne kavos gerti norisi, o pailsėti.;Man šiandien ne iki kavos gerti, o pailsėti.; ;;ChatGPT;;4.515753746032715;4.454411029815674;-0.061342716217041016;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Vaikams šiandien ne saldumynai galvoje – laukia pamokos.;Vaikams šiandien ne iki saldumynų – laukia pamokos.; ;;ChatGPT;;4.839043617248535;4.429190635681152;-0.4098529815673828;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Jiems dabar ne pokalbiai rūpi - reikia surasti sprendimą.;Jiems dabar ne iki pokalbių - reikia surasti sprendimą.; ;;ChatGPT;;5.105278491973877;4.961615562438965;-0.1436629295349121;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Po visos dienos darbų darbuotojams ne biuro reikalai galvoje - norisi kuo greičiau grįžti namo ir pailsėti.;Po visos dienos darbų darbuotojams ne iki biuro reikalų - norisi kuo greičiau grįžti namo ir pailsėti.; ;;ChatGPT;;3.868500232696533;3.7691235542297363;-0.09937667846679688;incorrect
233.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Visiems buvo ne juokas galvoj.;Visiems buvo ne iki juoko.; ;;vlkk;;6.219816207885742;6.279650688171387;0.05983448028564453;correct
234.0;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Remsimės spalio 17 dienos nutarimu.;Remsimės nutarimu iš spalio 17 dienos.; ;;vlkk;;5.279304504394531;5.231350421905518;-0.04795408248901367;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Gavome Lietuvos Respublikos žemės ūkio ministerijos lapkričio 18 dienos pranešimą.;Gavome Lietuvos Respublikos žemės ūkio ministerijos pranešimą iš lapkričio 18 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;4.323520183563232;4.23101282119751;-0.09250736236572266;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Atsisiuntėme Lietuvos banko spalio 7 dienos raštą.;Atsisiuntėme Lietuvos banko raštą iš spalio 7 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;4.668820381164551;4.530305862426758;-0.13851451873779297;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Dabar perskaitysime svarbią lapkričio 10 dienos žinutę.;Dabar perskaitysime svarbią žinutę iš lapkričio 10 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;3.766444683074951;3.708498954772949;-0.05794572830200195;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Perskaitėme spalio 20 dienos memorandumą, skirtą darbuotojams.;Perskaitėme memorandumą iš spalio 20 dienos, skirtą darbuotojams.; ;;ChatGPT;;4.177610397338867;3.8774895668029785;-0.30012083053588867;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Susipažinome su rugsėjo 15 dienos ataskaita apie finansinę veiklą.;Susipažinome su ataskaita iš rugsėjo 15 dienos apie finansinę veiklą.; ;;ChatGPT;;3.8740036487579346;4.036101341247559;0.16209769248962402;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Jis vadovaujasi birželio 3 dienos direktyva, nustatančia naujas procedūras.;Jis vadovaujasi direktyva iš birželio 3 dienos, nustatančia naujas procedūras.; ;;ChatGPT;;3.281717300415039;3.6247966289520264;0.3430793285369873;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Šio klausimo nagrinėjimui remsimės oficialiu spalio 2 dienos dokumentu.;Šio klausimo nagrinėjimui remsimės oficialiu dokumentu iš spalio 2 dienos.; ;;ChatGPT;;3.922884464263916;3.8276450634002686;-0.09523940086364746;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Gavome lapkričio 25 dienos pranešimą dėl pasikeitusių taisyklių.;Gavome pranešimą iš lapkričio 25 dienos dėl pasikeitusių taisyklių.; ;;ChatGPT;;4.137964248657227;4.213186740875244;0.07522249221801758;correct
235.0;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Reikia patikrinti kovo 5 dienos protokolą.;Reikia patikrinti protokolą iš kovo 5 dienos.; ;;vlkk;;4.969641208648682;4.663929462432861;-0.3057117462158203;incorrect
236.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kiek turi pinigų?;Kiek pas tave pinigų?; ;;vlkk;;8.21072769165039;7.629289627075195;-0.5814380645751953;incorrect
237.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kas turi klausimų?;Pas ką yra klausimų?; ;;vlkk;;5.915599822998047;7.069331169128418;1.153731346130371;correct
238.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neturiu laiko.;Pas mane nėra laiko.; ;;vlkk;;7.9489850997924805;7.645556926727295;-0.30342817306518555;incorrect
239.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jos gražūs plaukai.;Pas ją gražūs plaukai.; ;;vlkk;;6.984385013580322;7.362612247467041;0.37822723388671875;correct
240.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jai gimė sūnus.;Pas ją gimė sūnus.; ;;vlkk;;6.337353706359863;7.801613807678223;1.4642601013183594;correct
241.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Man pakilo temperatūra.;Pas mane pakilo temperatūra.; ;;vlkk;;10.140928268432617;8.193958282470703;-1.946969985961914;incorrect
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Aš turiu ne vieną gerą draugą.;Pas mane ne vienas geras draugas.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.116840362548828;5.8743414878845215;1.7575011253356934;correct
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kaimynui atsitiko avarija.;Pas kaimyną atsitiko avarija.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.396821022033691;4.899353981018066;-0.497467041015625;incorrect
242.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Tavo negerai parašyta.;Pas tave negerai parašyta.; ;;vlkk;;5.81984281539917;6.84048318862915;1.0206403732299805;correct
243.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Čigonų įdomūs laidojimo papročiai.;Pas čigonus įdomūs laidojimo papročiai.; ;;vlkk;;5.161535739898682;5.217065334320068;0.05552959442138672;correct
244.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Varžovui neišlaikė nervai.;Pas varžovą neišlaikė nervai.; ;;vlkk;;6.982149600982666;6.845453262329102;-0.13669633865356445;incorrect
245.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neseniai jam išoperavo apendiksą.;Neseniai pas jį išoperavo apendiksą.; ;;vlkk;;5.469867706298828;5.867603302001953;0.397735595703125;correct
246.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Pirma vieta atiteko Jonaičiui.;Pirma vieta pas Jonaitį.; ;;vlkk;;5.158802509307861;5.605252742767334;0.44645023345947266;correct
