sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;microsoft_Phi-3-small-128k-instruct_correct_nll;microsoft_Phi-3-small-128k-instruct_incorrect_nll;microsoft_Phi-3-small-128k-instruct_certainty;microsoft_Phi-3-small-128k-instruct_decision
198.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Vaistus liepė gerti du kartus per dieną.;Vaistus liepė gerti du kartus ant dienos.; ;;vlkk;;5.17696475982666;5.794649124145508;0.6176843643188477;correct
199.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Kiek tau palikti pinigų savaitei?;Kiek tau palikti pinigų ant savaitės?; ;;vlkk;;6.098307132720947;5.285031795501709;-0.8132753372192383;incorrect
200.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Išvažiuoju visam laikui.;Išvažiuoju ant visados.; ;;vlkk;;5.137579441070557;7.034986972808838;1.8974075317382812;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Grįšiu tik vakare.;Grįšiu tik ant vakaro.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.392366409301758;5.975828647613525;-0.4165377616882324;incorrect
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Rytojaus dieną pasveikau.;Ant rytojaus pasveikau.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.455873012542725;7.759866714477539;1.3039937019348145;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Močiutė atvažiavo dviem dienoms.;Močiutė atvažiavo ant dviejų dienų.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;3.978386402130127;3.3490920066833496;-0.6292943954467773;incorrect
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Šiomis dienomis atliksiu darbą.;Ant dienų atliksiu darbą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.994101047515869;6.180183410644531;0.1860823631286621;correct
201.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Iš pradžių pykosi, bet galų gale susitaikė.;Iš pradžių pykosi, bet ant galo susitaikė.; ;;vlkk;;4.670802593231201;4.953145503997803;0.28234291076660156;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Renginys prasidės vakarop, kai žmonės grįš iš darbo.;Renginys prasidės ant vakaro, kai žmonės grįš iš darbo.; ;;ChatGPT;;4.7496185302734375;4.562902927398682;-0.18671560287475586;incorrect
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Pasimatome per pietus, jei tau tinka.;Pasimatome ant pietų, jei tau tinka.; ;;ChatGPT;;7.374734878540039;6.460728645324707;-0.914006233215332;incorrect
202.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Tą klausimą svarstykime gale.;Tą klausimą svarstykime ant galo.; ;;vlkk;;6.11851167678833;5.971625328063965;-0.14688634872436523;incorrect
203.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Dirba dviem etatais.;Dirba ant dviejų etatų.; ;;vlkk;;8.022083282470703;5.884916305541992;-2.137166976928711;incorrect
204.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Jis jau pensininkas.;Jis jau ant pensijos.; ;;vlkk;;7.5567121505737305;7.181339740753174;-0.37537240982055664;incorrect
205.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Mokėsi penketais.;Mokėsi ant penketų.; ;;vlkk;;6.000439167022705;5.891228199005127;-0.10921096801757812;incorrect
206.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Pirkau televizorių išsimokėtinai.;Pirkau televizorių ant išsimokėjimo.; ;;vlkk;;5.616066932678223;5.464270114898682;-0.15179681777954102;incorrect
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Kiek aš supratau, ne jis kaltas.;Ant kiek aš supratau, ne jis kaltas.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.07368803024292;4.633365631103516;-0.4403223991394043;incorrect
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Nuomoju butą.;Gyvenu ant buto.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;10.062528610229492;7.501871585845947;-2.560657024383545;incorrect
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Tėtis spaudžia šimtu penkiasdešimt.;Tėtis spaudžia ant šimto penkiasdešimt.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;3.4438724517822266;3.9174747467041016;0.473602294921875;correct
207.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Turiu biuletenį  ir laikausi dietos.;Esu ant biuletenio ir sėdžiu ant dietos.; ;;vlkk;;7.43480920791626;6.01812219619751;-1.41668701171875;incorrect
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Ji dirba pamainomis, nes įmonė veikia visą parą.;Ji dirba ant pamainų, nes įmonė veikia visą parą.; ;;ChatGPT;;4.606875896453857;4.712456226348877;0.10558032989501953;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Šį mėnesį jie gyvena taupydami pinigus.;Šį mėnesį jie gyvena ant taupymo.; ;;ChatGPT;;3.741917610168457;4.295621871948242;0.5537042617797852;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Jis mokėsi muzikos, grodamas kasdien ir laikydamasis griežto praktikos grafiko.;Jis mokėsi muzikos, grodamas kasdien ant griežto praktikos grafiko.; ;;ChatGPT;;4.641512870788574;5.215371608734131;0.5738587379455566;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Po susirinkimo visi dalyviai grįžo į savo kabinetus, dirbdami tyliai ir susikaupę.;Po susirinkimo visi dalyviai grįžo į savo kabinetus, dirbdami ant tylos ir susikaupimo.; ;;ChatGPT;;4.72563362121582;5.092186450958252;0.36655282974243164;correct
208.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Jau porą metų ji nuomoja butą.;Jau porą metų ji gyvena ant buto.; ;;vlkk;;6.659379005432129;6.726282119750977;0.06690311431884766;correct
209.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Pasilik pinigų maistui.;Pasilik pinigų ant maisto.; ;;vlkk;;7.752453804016113;7.73330545425415;-0.01914834976196289;incorrect
210.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Įsidėk pinigų kelionei.;Įsidėk pinigų ant kelionės.; ;;vlkk;;4.264808177947998;4.20283317565918;-0.06197500228881836;incorrect
211.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Ar užteks duonos šešiems žmonėms?;Ar užteks duonos ant šešių žmonių?; ;;vlkk;;5.313226699829102;5.10509729385376;-0.2081294059753418;incorrect
212.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Pakvietėme svečią pietų.;Pakvietėme svečią ant pietų.; ;;vlkk;;6.724437236785889;6.696251392364502;-0.02818584442138672;incorrect
213.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Iškvietė į dvikovą.;Iškvietė ant dvikovos.; ;;vlkk;;5.770238399505615;6.0043416023254395;0.23410320281982422;correct
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Jisai tai padarė iš keršto.;Jisai tai padarė ant keršto.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.580363750457764;6.411318302154541;0.8309545516967773;correct
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Susidėjome dovanai.;Susidėjome ant dovanos.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.057066440582275;5.147420406341553;0.09035396575927734;correct
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Įsigyk bilietus kelionei į sostinę kitą savaitę.;Įsigyk bilietus ant kelionės į sostinę kitą savaitę.; ;;ChatGPT;;4.5134053230285645;4.498568058013916;-0.014837265014648438;incorrect
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Pasilikau vietos spintelėje makaronams ir ryžiams.;Pasilikau vietos spintelėje ant makaronų ir ryžių.; ;;ChatGPT;;7.315027713775635;5.522022724151611;-1.7930049896240234;incorrect
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Jis nuolat taupo laiką pasiruošimui egzaminui.;Jis nuolat taupo laiką ant pasiruošimo egzaminui.; ;;ChatGPT;;4.7440009117126465;4.976790428161621;0.2327895164489746;correct
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Jau surinkome pinigus vakarėliui, kuris vyks penktadienį.;Jau surinkome pinigus ant vakarėlio, kuris vyks penktadienį.; ;;ChatGPT;;5.136735916137695;5.88621711730957;0.749481201171875;correct
214.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Mokosi inžinieriumi.;Mokosi ant inžinieriaus.; ;;vlkk;;5.876642227172852;6.520224094390869;0.6435818672180176;correct
215.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;1;domėtis (apie ką);Direktorius per mažai domėjosi darbo sąlygomis.;Direktorius per mažai domėjosi apie darbo sąlygas.; ;;vlkk;;5.534120082855225;5.556926727294922;0.022806644439697266;correct
216.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;2;ginčytis (apie ką);Dėl ko čia ginčijatės?;Apie ką čia ginčijatės?; ;;vlkk;;5.824839115142822;5.759288787841797;-0.06555032730102539;incorrect
217.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;2;ginčytis (apie ką);Kilo ginčas dėl pelno paskirstymo.;Kilo ginčas apie pelno paskirstymą.; ;;vlkk;;5.107961177825928;6.522401809692383;1.414440631866455;correct
218.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;3;rodyti (apie ką);Ši lentelė rodo gamybos tempų kitimą.;Ši lentelė rodo apie gamybos tempų kitimą.; ;;vlkk;;5.279283046722412;5.213969707489014;-0.06531333923339844;incorrect
219.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Nėra ko tau skųstis gyvenimu.;Nėra ko tau skųstis apie gyvenimą.; ;;vlkk;;5.8406548500061035;5.0668840408325195;-0.773770809173584;incorrect
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;1;domėtis (apie ką);Mokytoja domėjosi mokinių pasiekimais ir pažangumu.;Mokytoja domėjosi apie mokinių pasiekimus ir pažangumą.; ;;ChatGPT;;4.38021183013916;4.715207576751709;0.33499574661254883;correct
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;2;ginčytis (apie ką);Tėvai ginčijosi dėl vaikų vasaros atostogų planų.;Tėvai ginčijosi apie vaikų vasaros atostogų planus.; ;;ChatGPT;;3.155125379562378;4.20921516418457;1.0540897846221924;correct
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Kaimynas skundėsi triukšmu naktį.;Kaimynas skundėsi apie triukšmą naktį.; ;;ChatGPT;;5.024920463562012;5.021979331970215;-0.002941131591796875;incorrect
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;3;rodyti (apie ką);Direktorius rodė darbuotojams naujas darbo procedūras.;Direktorius rodė darbuotojams apie naujas darbo procedūras.; ;;ChatGPT;;3.8335423469543457;3.6866486072540283;-0.14689373970031738;incorrect
220.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Gauname nemaža skundų dėl duonos kokybės.;Gauname nemaža skundų apie duonos kokybę.; ;;vlkk;;4.572238445281982;5.558294296264648;0.986055850982666;correct
221.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;1;atsiliepti (į ką);Nemiga visada neigiamai atsiliepia darbingumui.;Nemiga visada neigiamai atsiliepia į darbingumą.; ;;vlkk;;6.255704402923584;5.324078559875488;-0.9316258430480957;incorrect
222.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;2;daryti įtaką (į ką);Tėvų elgesys visada daro įtaką vaikams.;Tėvų elgesys visada daro įtaką į vaikus.; ;;vlkk;;2.873324394226074;3.8154213428497314;0.9420969486236572;correct
223.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;3;daryti poveikį (į ką);Aptarė naujų vaistų poveikį organizmui.;Aptarė naujų vaistų poveikį į organizmą.; ;;vlkk;;4.122537612915039;3.7466635704040527;-0.37587404251098633;incorrect
224.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;4;daryti spaudimą (į ką);Jie darė spaudimą mūsų darbuotojams.;Jie darė spaudimą į mūsų darbuotojus.; ;;vlkk;;3.8248393535614014;3.826953411102295;0.0021140575408935547;correct
225.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;5;įsimylėti (į ką);Visi mokiniai įsimylėję naująjį mokytoją.;Visi mokiniai įsimylėję į naująjį mokytoją.; ;;vlkk;;4.740928649902344;4.6551432609558105;-0.0857853889465332;incorrect
226.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;6;nurodyti (į ką);Vadovas nurodė keletą darbo trūkumų.;Vadovas nurodė į keletą darbo trūkumų.; ;;vlkk;;3.5512003898620605;3.9630749225616455;0.41187453269958496;correct
227.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;7;skirti dėmesį (į ką);Skirkite daugiau dėmesio ligų profilaktikai.;Skirkite daugiau dėmesio į ligų profilaktiką.; ;;vlkk;;4.7360687255859375;4.72582483291626;-0.010243892669677734;incorrect
228.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;8;veikti (į ką);Orai labai veikia žmonių nuotaikas.;Orai labai veikia į žmonių nuotaikas.; ;;vlkk;;4.6466217041015625;4.534387111663818;-0.11223459243774414;incorrect
229.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;9;žaisti (į ką);Žaiskime karą arba futbolą.;Žaiskime į karą arba į futbolą.; ;;vlkk;;5.314208984375;4.772878646850586;-0.5413303375244141;incorrect
230.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;9;žaisti (į ką);Užteks žaisti slėpynes.;Užteks žaisti į slėpynes.; ;;vlkk;;5.24479341506958;4.742486000061035;-0.5023074150085449;incorrect
231.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Dabar jam ne egzaminai rūpi.;Dabar jam ne iki egzaminų.; ;;vlkk;;6.900245666503906;6.548144817352295;-0.35210084915161133;incorrect
232.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Šiandien žvejams ne raudės galvoje – laukia privatizavimo.;Šiandien žvejams ne iki raudžių – laukia privatizavimo.; ;;vlkk;;5.651085376739502;5.701528072357178;0.05044269561767578;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Jiems šiandien ne šokiai rūpi.;Jiems šiandien ne iki šokių.; ;Changed the sentence to make it more different from the first one.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;6.112324237823486;5.327851295471191;-0.7844729423522949;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Man dabar ne jūsų problemos galvoje.;Man dabar ne iki jūsų problemų.; ;;internet;https://www.mazeikiai.lt › files › rekomendacijos;5.768106460571289;5.3345255851745605;-0.4335808753967285;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Šiandien studentams ne paskaitos rūpi – jie galvoja apie egzaminus.;Šiandien studentams ne iki paskaitų – jie galvoja apie egzaminus.; ;;ChatGPT;;5.5149617195129395;5.261059761047363;-0.25390195846557617;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Man šiandien ne kavos gerti norisi, o pailsėti.;Man šiandien ne iki kavos gerti, o pailsėti.; ;;ChatGPT;;6.006316184997559;6.359969139099121;0.3536529541015625;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Vaikams šiandien ne saldumynai galvoje – laukia pamokos.;Vaikams šiandien ne iki saldumynų – laukia pamokos.; ;;ChatGPT;;5.76281213760376;6.01339864730835;0.25058650970458984;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Jiems dabar ne pokalbiai rūpi - reikia surasti sprendimą.;Jiems dabar ne iki pokalbių - reikia surasti sprendimą.; ;;ChatGPT;;5.276048183441162;5.543067455291748;0.26701927185058594;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Po visos dienos darbų darbuotojams ne biuro reikalai galvoje - norisi kuo greičiau grįžti namo ir pailsėti.;Po visos dienos darbų darbuotojams ne iki biuro reikalų - norisi kuo greičiau grįžti namo ir pailsėti.; ;;ChatGPT;;4.471220970153809;4.233441352844238;-0.2377796173095703;incorrect
233.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Visiems buvo ne juokas galvoj.;Visiems buvo ne iki juoko.; ;;vlkk;;6.196867942810059;7.407508373260498;1.2106404304504395;correct
234.0;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Remsimės spalio 17 dienos nutarimu.;Remsimės nutarimu iš spalio 17 dienos.; ;;vlkk;;5.728210926055908;5.534191131591797;-0.19401979446411133;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Gavome Lietuvos Respublikos žemės ūkio ministerijos lapkričio 18 dienos pranešimą.;Gavome Lietuvos Respublikos žemės ūkio ministerijos pranešimą iš lapkričio 18 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;2.5200326442718506;2.6143805980682373;0.09434795379638672;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Atsisiuntėme Lietuvos banko spalio 7 dienos raštą.;Atsisiuntėme Lietuvos banko raštą iš spalio 7 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;4.747056484222412;4.5060133934021;-0.2410430908203125;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Dabar perskaitysime svarbią lapkričio 10 dienos žinutę.;Dabar perskaitysime svarbią žinutę iš lapkričio 10 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;5.836603164672852;5.412672996520996;-0.42393016815185547;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Perskaitėme spalio 20 dienos memorandumą, skirtą darbuotojams.;Perskaitėme memorandumą iš spalio 20 dienos, skirtą darbuotojams.; ;;ChatGPT;;4.513484477996826;4.80489444732666;0.291409969329834;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Susipažinome su rugsėjo 15 dienos ataskaita apie finansinę veiklą.;Susipažinome su ataskaita iš rugsėjo 15 dienos apie finansinę veiklą.; ;;ChatGPT;;4.560829162597656;4.346282958984375;-0.21454620361328125;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Jis vadovaujasi birželio 3 dienos direktyva, nustatančia naujas procedūras.;Jis vadovaujasi direktyva iš birželio 3 dienos, nustatančia naujas procedūras.; ;;ChatGPT;;4.418680667877197;4.561295032501221;0.14261436462402344;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Šio klausimo nagrinėjimui remsimės oficialiu spalio 2 dienos dokumentu.;Šio klausimo nagrinėjimui remsimės oficialiu dokumentu iš spalio 2 dienos.; ;;ChatGPT;;4.629213333129883;4.287561893463135;-0.34165143966674805;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Gavome lapkričio 25 dienos pranešimą dėl pasikeitusių taisyklių.;Gavome pranešimą iš lapkričio 25 dienos dėl pasikeitusių taisyklių.; ;;ChatGPT;;4.269046783447266;4.2888898849487305;0.019843101501464844;correct
235.0;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Reikia patikrinti kovo 5 dienos protokolą.;Reikia patikrinti protokolą iš kovo 5 dienos.; ;;vlkk;;6.343025207519531;6.263058662414551;-0.07996654510498047;incorrect
236.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kiek turi pinigų?;Kiek pas tave pinigų?; ;;vlkk;;6.580735206604004;6.21894645690918;-0.3617887496948242;incorrect
237.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kas turi klausimų?;Pas ką yra klausimų?; ;;vlkk;;5.1786017417907715;5.564239978790283;0.3856382369995117;correct
238.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neturiu laiko.;Pas mane nėra laiko.; ;;vlkk;;8.614442825317383;5.478251934051514;-3.136190891265869;incorrect
239.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jos gražūs plaukai.;Pas ją gražūs plaukai.; ;;vlkk;;4.326801300048828;6.020191669464111;1.6933903694152832;correct
240.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jai gimė sūnus.;Pas ją gimė sūnus.; ;;vlkk;;5.473051071166992;5.905759334564209;0.4327082633972168;correct
241.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Man pakilo temperatūra.;Pas mane pakilo temperatūra.; ;;vlkk;;7.019146919250488;7.900750160217285;0.8816032409667969;correct
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Aš turiu ne vieną gerą draugą.;Pas mane ne vienas geras draugas.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.105032444000244;7.206453323364258;3.1014208793640137;correct
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kaimynui atsitiko avarija.;Pas kaimyną atsitiko avarija.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;8.612482070922852;5.878872871398926;-2.733609199523926;incorrect
242.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Tavo negerai parašyta.;Pas tave negerai parašyta.; ;;vlkk;;7.542376518249512;8.02982234954834;0.4874458312988281;correct
243.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Čigonų įdomūs laidojimo papročiai.;Pas čigonus įdomūs laidojimo papročiai.; ;;vlkk;;4.386447906494141;5.237096786499023;0.8506488800048828;correct
244.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Varžovui neišlaikė nervai.;Pas varžovą neišlaikė nervai.; ;;vlkk;;7.091288089752197;6.072667598724365;-1.018620491027832;incorrect
245.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neseniai jam išoperavo apendiksą.;Neseniai pas jį išoperavo apendiksą.; ;;vlkk;;7.496575355529785;6.467442512512207;-1.0291328430175781;incorrect
246.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Pirma vieta atiteko Jonaičiui.;Pirma vieta pas Jonaitį.; ;;vlkk;;7.593017101287842;9.22092342376709;1.627906322479248;correct
247.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;1;atsiprašyti;Atsiprašyk mokytoją už įžeidimą.;Atsiprašyk pas mokytoją už įžeidimą.; ;;vlkk;;5.21998929977417;5.241310119628906;0.021320819854736328;correct
