sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;google_gemma-3-27b-it_correct_nll;google_gemma-3-27b-it_incorrect_nll;google_gemma-3-27b-it_certainty;google_gemma-3-27b-it_decision
199.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Kiek tau palikti pinigų savaitei?;Kiek tau palikti pinigų ant savaitės?; ;;vlkk;;5.76312780380249;5.027185916900635;-0.7359418869018555;incorrect
200.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Išvažiuoju visam laikui.;Išvažiuoju ant visados.; ;;vlkk;;3.3431925773620605;6.058693885803223;2.715501308441162;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Grįšiu tik vakare.;Grįšiu tik ant vakaro.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.65325927734375;6.906220436096191;0.2529611587524414;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Rytojaus dieną pasveikau.;Ant rytojaus pasveikau.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.679709434509277;6.024447441101074;1.3447380065917969;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Močiutė atvažiavo dviem dienoms.;Močiutė atvažiavo ant dviejų dienų.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;3.775980234146118;3.7160887718200684;-0.059891462326049805;incorrect
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Šiomis dienomis atliksiu darbą.;Ant dienų atliksiu darbą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;3.4917218685150146;5.068488121032715;1.5767662525177002;correct
201.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Iš pradžių pykosi, bet galų gale susitaikė.;Iš pradžių pykosi, bet ant galo susitaikė.; ;;vlkk;;3.234785318374634;3.841386318206787;0.6066009998321533;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Renginys prasidės vakarop, kai žmonės grįš iš darbo.;Renginys prasidės ant vakaro, kai žmonės grįš iš darbo.; ;;ChatGPT;;3.046949863433838;3.504387617111206;0.45743775367736816;correct
;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Pasimatome per pietus, jei tau tinka.;Pasimatome ant pietų, jei tau tinka.; ;;ChatGPT;;4.778997421264648;4.330717086791992;-0.44828033447265625;incorrect
202.0;2;Use of Prepositions;7;4.1 Ant;7;4.1.7 Ant should not be used to express time.;1;;Tą klausimą svarstykime gale.;Tą klausimą svarstykime ant galo.; ;;vlkk;;5.882081031799316;5.325364589691162;-0.5567164421081543;incorrect
203.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Dirba dviem etatais.;Dirba ant dviejų etatų.; ;;vlkk;;4.657687664031982;4.719884395599365;0.06219673156738281;correct
204.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Jis jau pensininkas.;Jis jau ant pensijos.; ;;vlkk;;8.051995277404785;7.903752326965332;-0.14824295043945312;incorrect
205.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Mokėsi penketais.;Mokėsi ant penketų.; ;;vlkk;;5.450157165527344;5.194874286651611;-0.2552828788757324;incorrect
206.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Pirkau televizorių išsimokėtinai.;Pirkau televizorių ant išsimokėjimo.; ;;vlkk;;3.560000419616699;3.6966729164123535;0.1366724967956543;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Kiek aš supratau, ne jis kaltas.;Ant kiek aš supratau, ne jis kaltas.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.347063064575195;5.248631954193115;0.9015688896179199;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Nuomoju butą.;Gyvenu ant buto.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.590019226074219;8.186736106872559;1.5967168807983398;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Tėtis spaudžia šimtu penkiasdešimt.;Tėtis spaudžia ant šimto penkiasdešimt.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;3.690335273742676;3.940274477005005;0.2499392032623291;correct
207.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Turiu biuletenį  ir laikausi dietos.;Esu ant biuletenio ir sėdžiu ant dietos.; ;;vlkk;;3.644883871078491;3.910184860229492;0.265300989151001;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Ji dirba pamainomis, nes įmonė veikia visą parą.;Ji dirba ant pamainų, nes įmonė veikia visą parą.; ;;ChatGPT;;2.984994649887085;4.173968315124512;1.1889736652374268;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Šį mėnesį jie gyvena taupydami pinigus.;Šį mėnesį jie gyvena ant taupymo.; ;;ChatGPT;;4.243807792663574;5.3974432945251465;1.1536355018615723;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Jis mokėsi muzikos, grodamas kasdien ir laikydamasis griežto praktikos grafiko.;Jis mokėsi muzikos, grodamas kasdien ant griežto praktikos grafiko.; ;;ChatGPT;;3.4684765338897705;5.139340400695801;1.6708638668060303;correct
;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Po susirinkimo visi dalyviai grįžo į savo kabinetus, dirbdami tyliai ir susikaupę.;Po susirinkimo visi dalyviai grįžo į savo kabinetus, dirbdami ant tylos ir susikaupimo.; ;;ChatGPT;;2.2939724922180176;2.8827452659606934;0.5887727737426758;correct
208.0;2;Use of Prepositions;7;4.1 Ant;8;4.1.8 Ant should not be used to express the nature/mode/condition of an action or state.;1;;Jau porą metų ji nuomoja butą.;Jau porą metų ji gyvena ant buto.; ;;vlkk;;5.694647312164307;5.997875690460205;0.30322837829589844;correct
209.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Pasilik pinigų maistui.;Pasilik pinigų ant maisto.; ;;vlkk;;6.77559232711792;6.112450122833252;-0.663142204284668;incorrect
210.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Įsidėk pinigų kelionei.;Įsidėk pinigų ant kelionės.; ;;vlkk;;5.494228839874268;5.246944427490234;-0.2472844123840332;incorrect
211.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Ar užteks duonos šešiems žmonėms?;Ar užteks duonos ant šešių žmonių?; ;;vlkk;;4.37941312789917;4.930810451507568;0.5513973236083984;correct
212.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Pakvietėme svečią pietų.;Pakvietėme svečią ant pietų.; ;;vlkk;;5.664957046508789;5.059479713439941;-0.6054773330688477;incorrect
213.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Iškvietė į dvikovą.;Iškvietė ant dvikovos.; ;;vlkk;;4.71722412109375;4.183988094329834;-0.533236026763916;incorrect
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Jisai tai padarė iš keršto.;Jisai tai padarė ant keršto.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.84939432144165;7.5737104415893555;1.724316120147705;correct
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Susidėjome dovanai.;Susidėjome ant dovanos.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.714972496032715;5.92245626449585;-0.7925162315368652;incorrect
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Įsigyk bilietus kelionei į sostinę kitą savaitę.;Įsigyk bilietus ant kelionės į sostinę kitą savaitę.; ;;ChatGPT;;5.0059356689453125;5.121444225311279;0.1155085563659668;correct
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Pasilikau vietos spintelėje makaronams ir ryžiams.;Pasilikau vietos spintelėje ant makaronų ir ryžių.; ;;ChatGPT;;5.084639549255371;5.21178674697876;0.12714719772338867;correct
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Jis nuolat taupo laiką pasiruošimui egzaminui.;Jis nuolat taupo laiką ant pasiruošimo egzaminui.; ;;ChatGPT;;4.357407093048096;4.783076286315918;0.42566919326782227;correct
;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Jau surinkome pinigus vakarėliui, kuris vyks penktadienį.;Jau surinkome pinigus ant vakarėlio, kuris vyks penktadienį.; ;;ChatGPT;;3.544414520263672;3.7091498374938965;0.1647353172302246;correct
214.0;2;Use of Prepositions;7;4.1 Ant;9;4.1.9 Ant should not be used to express purpose/intended use/aim of an action.;1;;Mokosi inžinieriumi.;Mokosi ant inžinieriaus.; ;;vlkk;;5.607534408569336;5.049139976501465;-0.5583944320678711;incorrect
215.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;1;domėtis (apie ką);Direktorius per mažai domėjosi darbo sąlygomis.;Direktorius per mažai domėjosi apie darbo sąlygas.; ;;vlkk;;4.602413654327393;4.328211784362793;-0.2742018699645996;incorrect
216.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;2;ginčytis (apie ką);Dėl ko čia ginčijatės?;Apie ką čia ginčijatės?; ;;vlkk;;3.4316954612731934;4.712479591369629;1.2807841300964355;correct
217.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;2;ginčytis (apie ką);Kilo ginčas dėl pelno paskirstymo.;Kilo ginčas apie pelno paskirstymą.; ;;vlkk;;5.644052982330322;5.888968467712402;0.24491548538208008;correct
218.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;3;rodyti (apie ką);Ši lentelė rodo gamybos tempų kitimą.;Ši lentelė rodo apie gamybos tempų kitimą.; ;;vlkk;;3.9682774543762207;4.444040775299072;0.47576332092285156;correct
219.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Nėra ko tau skųstis gyvenimu.;Nėra ko tau skųstis apie gyvenimą.; ;;vlkk;;4.681710720062256;4.532865524291992;-0.14884519577026367;incorrect
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;1;domėtis (apie ką);Mokytoja domėjosi mokinių pasiekimais ir pažangumu.;Mokytoja domėjosi apie mokinių pasiekimus ir pažangumą.; ;;ChatGPT;;2.9278783798217773;3.192523717880249;0.2646453380584717;correct
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;2;ginčytis (apie ką);Tėvai ginčijosi dėl vaikų vasaros atostogų planų.;Tėvai ginčijosi apie vaikų vasaros atostogų planus.; ;;ChatGPT;;2.6448652744293213;3.185269594192505;0.5404043197631836;correct
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Kaimynas skundėsi triukšmu naktį.;Kaimynas skundėsi apie triukšmą naktį.; ;;ChatGPT;;2.669257879257202;2.796687364578247;0.12742948532104492;correct
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;3;rodyti (apie ką);Direktorius rodė darbuotojams naujas darbo procedūras.;Direktorius rodė darbuotojams apie naujas darbo procedūras.; ;;ChatGPT;;3.552811622619629;3.8233642578125;0.2705526351928711;correct
220.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Gauname nemaža skundų dėl duonos kokybės.;Gauname nemaža skundų apie duonos kokybę.; ;;vlkk;;4.9321746826171875;4.511674880981445;-0.4204998016357422;incorrect
221.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;1;atsiliepti (į ką);Nemiga visada neigiamai atsiliepia darbingumui.;Nemiga visada neigiamai atsiliepia į darbingumą.; ;;vlkk;;5.5443925857543945;4.646212100982666;-0.8981804847717285;incorrect
222.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;2;daryti įtaką (į ką);Tėvų elgesys visada daro įtaką vaikams.;Tėvų elgesys visada daro įtaką į vaikus.; ;;vlkk;;2.335036516189575;3.0336859226226807;0.6986494064331055;correct
223.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;3;daryti poveikį (į ką);Aptarė naujų vaistų poveikį organizmui.;Aptarė naujų vaistų poveikį į organizmą.; ;;vlkk;;5.101504325866699;4.178369998931885;-0.9231343269348145;incorrect
224.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;4;daryti spaudimą (į ką);Jie darė spaudimą mūsų darbuotojams.;Jie darė spaudimą į mūsų darbuotojus.; ;;vlkk;;3.4236183166503906;3.1438658237457275;-0.2797524929046631;incorrect
225.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;5;įsimylėti (į ką);Visi mokiniai įsimylėję naująjį mokytoją.;Visi mokiniai įsimylėję į naująjį mokytoją.; ;;vlkk;;3.095496416091919;3.1345901489257812;0.039093732833862305;correct
226.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;6;nurodyti (į ką);Vadovas nurodė keletą darbo trūkumų.;Vadovas nurodė į keletą darbo trūkumų.; ;;vlkk;;4.357697486877441;3.7666831016540527;-0.5910143852233887;incorrect
227.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;7;skirti dėmesį (į ką);Skirkite daugiau dėmesio ligų profilaktikai.;Skirkite daugiau dėmesio į ligų profilaktiką.; ;;vlkk;;4.029196739196777;3.6332759857177734;-0.3959207534790039;incorrect
228.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;8;veikti (į ką);Orai labai veikia žmonių nuotaikas.;Orai labai veikia į žmonių nuotaikas.; ;;vlkk;;4.683655261993408;4.220694065093994;-0.46296119689941406;incorrect
229.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;9;žaisti (į ką);Žaiskime karą arba futbolą.;Žaiskime į karą arba į futbolą.; ;;vlkk;;5.350526332855225;4.7992658615112305;-0.5512604713439941;incorrect
230.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;9;žaisti (į ką);Užteks žaisti slėpynes.;Užteks žaisti į slėpynes.; ;;vlkk;;4.052480697631836;4.178263187408447;0.12578248977661133;correct
231.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Dabar jam ne egzaminai rūpi.;Dabar jam ne iki egzaminų.; ;;vlkk;;6.395602703094482;4.771182537078857;-1.624420166015625;incorrect
232.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Šiandien žvejams ne raudės galvoje – laukia privatizavimo.;Šiandien žvejams ne iki raudžių – laukia privatizavimo.; ;;vlkk;;4.969897270202637;5.129644870758057;0.15974760055541992;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Jiems šiandien ne šokiai rūpi.;Jiems šiandien ne iki šokių.; ;Changed the sentence to make it more different from the first one.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.6201300621032715;4.827198505401611;-0.7929315567016602;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Man dabar ne jūsų problemos galvoje.;Man dabar ne iki jūsų problemų.; ;;internet;https://www.mazeikiai.lt › files › rekomendacijos;5.3891167640686035;4.888671875;-0.5004448890686035;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Šiandien studentams ne paskaitos rūpi – jie galvoja apie egzaminus.;Šiandien studentams ne iki paskaitų – jie galvoja apie egzaminus.; ;;ChatGPT;;3.6750149726867676;4.28372859954834;0.6087136268615723;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Man šiandien ne kavos gerti norisi, o pailsėti.;Man šiandien ne iki kavos gerti, o pailsėti.; ;;ChatGPT;;4.138839244842529;4.818780422210693;0.6799411773681641;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Vaikams šiandien ne saldumynai galvoje – laukia pamokos.;Vaikams šiandien ne iki saldumynų – laukia pamokos.; ;;ChatGPT;;4.741878509521484;4.073244094848633;-0.6686344146728516;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Jiems dabar ne pokalbiai rūpi - reikia surasti sprendimą.;Jiems dabar ne iki pokalbių - reikia surasti sprendimą.; ;;ChatGPT;;4.278249740600586;3.7522294521331787;-0.5260202884674072;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Po visos dienos darbų darbuotojams ne biuro reikalai galvoje - norisi kuo greičiau grįžti namo ir pailsėti.;Po visos dienos darbų darbuotojams ne iki biuro reikalų - norisi kuo greičiau grįžti namo ir pailsėti.; ;;ChatGPT;;2.3951001167297363;2.1138577461242676;-0.28124237060546875;incorrect
233.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Visiems buvo ne juokas galvoj.;Visiems buvo ne iki juoko.; ;;vlkk;;7.510819911956787;5.748605728149414;-1.762214183807373;incorrect
234.0;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Remsimės spalio 17 dienos nutarimu.;Remsimės nutarimu iš spalio 17 dienos.; ;;vlkk;;4.397021293640137;4.1879448890686035;-0.2090764045715332;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Gavome Lietuvos Respublikos žemės ūkio ministerijos lapkričio 18 dienos pranešimą.;Gavome Lietuvos Respublikos žemės ūkio ministerijos pranešimą iš lapkričio 18 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;3.060713291168213;2.7786471843719482;-0.28206610679626465;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Atsisiuntėme Lietuvos banko spalio 7 dienos raštą.;Atsisiuntėme Lietuvos banko raštą iš spalio 7 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;4.195940971374512;4.150797367095947;-0.04514360427856445;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Dabar perskaitysime svarbią lapkričio 10 dienos žinutę.;Dabar perskaitysime svarbią žinutę iš lapkričio 10 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;3.0538535118103027;3.0380449295043945;-0.015808582305908203;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Perskaitėme spalio 20 dienos memorandumą, skirtą darbuotojams.;Perskaitėme memorandumą iš spalio 20 dienos, skirtą darbuotojams.; ;;ChatGPT;;3.686589241027832;3.656165361404419;-0.030423879623413086;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Susipažinome su rugsėjo 15 dienos ataskaita apie finansinę veiklą.;Susipažinome su ataskaita iš rugsėjo 15 dienos apie finansinę veiklą.; ;;ChatGPT;;3.1061089038848877;3.9340660572052;0.8279571533203125;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Jis vadovaujasi birželio 3 dienos direktyva, nustatančia naujas procedūras.;Jis vadovaujasi direktyva iš birželio 3 dienos, nustatančia naujas procedūras.; ;;ChatGPT;;3.4937806129455566;3.457498550415039;-0.03628206253051758;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Šio klausimo nagrinėjimui remsimės oficialiu spalio 2 dienos dokumentu.;Šio klausimo nagrinėjimui remsimės oficialiu dokumentu iš spalio 2 dienos.; ;;ChatGPT;;3.7694132328033447;3.9282047748565674;0.15879154205322266;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Gavome lapkričio 25 dienos pranešimą dėl pasikeitusių taisyklių.;Gavome pranešimą iš lapkričio 25 dienos dėl pasikeitusių taisyklių.; ;;ChatGPT;;3.1163179874420166;2.5839693546295166;-0.5323486328125;incorrect
235.0;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Reikia patikrinti kovo 5 dienos protokolą.;Reikia patikrinti protokolą iš kovo 5 dienos.; ;;vlkk;;4.051438808441162;4.714521884918213;0.6630830764770508;correct
236.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kiek turi pinigų?;Kiek pas tave pinigų?; ;;vlkk;;5.72933292388916;5.885737419128418;0.1564044952392578;correct
237.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kas turi klausimų?;Pas ką yra klausimų?; ;;vlkk;;7.423935890197754;6.998361587524414;-0.42557430267333984;incorrect
238.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neturiu laiko.;Pas mane nėra laiko.; ;;vlkk;;4.873396396636963;7.939226150512695;3.0658297538757324;correct
239.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jos gražūs plaukai.;Pas ją gražūs plaukai.; ;;vlkk;;5.257534503936768;5.4850664138793945;0.22753190994262695;correct
240.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jai gimė sūnus.;Pas ją gimė sūnus.; ;;vlkk;;6.198730945587158;5.713639736175537;-0.4850912094116211;incorrect
241.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Man pakilo temperatūra.;Pas mane pakilo temperatūra.; ;;vlkk;;8.445862770080566;6.88706636428833;-1.5587964057922363;incorrect
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Aš turiu ne vieną gerą draugą.;Pas mane ne vienas geras draugas.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;2.796196937561035;4.558399677276611;1.7622027397155762;correct
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kaimynui atsitiko avarija.;Pas kaimyną atsitiko avarija.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;3.6729483604431152;4.415121555328369;0.7421731948852539;correct
242.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Tavo negerai parašyta.;Pas tave negerai parašyta.; ;;vlkk;;6.030952453613281;5.826072692871094;-0.2048797607421875;incorrect
243.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Čigonų įdomūs laidojimo papročiai.;Pas čigonus įdomūs laidojimo papročiai.; ;;vlkk;;4.2511305809021;5.220447540283203;0.9693169593811035;correct
244.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Varžovui neišlaikė nervai.;Pas varžovą neišlaikė nervai.; ;;vlkk;;4.744798183441162;5.645060062408447;0.9002618789672852;correct
245.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neseniai jam išoperavo apendiksą.;Neseniai pas jį išoperavo apendiksą.; ;;vlkk;;5.403388977050781;5.7272515296936035;0.32386255264282227;correct
246.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Pirma vieta atiteko Jonaičiui.;Pirma vieta pas Jonaitį.; ;;vlkk;;5.1776299476623535;6.018007278442383;0.8403773307800293;correct
247.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;1;atsiprašyti;Atsiprašyk mokytoją už įžeidimą.;Atsiprašyk pas mokytoją už įžeidimą.; ;;vlkk;;4.976692199707031;4.491518497467041;-0.48517370223999023;incorrect
248.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;2;gauti;Iš ko gavai tą žurnalą?;Pas ką gavai tą žurnalą?; ;;vlkk;;4.318063259124756;6.204815864562988;1.8867526054382324;correct
249.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;3;imti;Jis paėmė iš manęs pieštuką.;Jis paėmė pas mane pieštuką.; ;;vlkk;;4.133571624755859;5.594005584716797;1.4604339599609375;correct
