sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;BSC-LT_salamandra-2b_correct_nll;BSC-LT_salamandra-2b_incorrect_nll;BSC-LT_salamandra-2b_certainty;BSC-LT_salamandra-2b_decision
238.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neturiu laiko.;Pas mane nėra laiko.; ;;vlkk;;8.831904411315918;9.980504989624023;1.1486005783081055;correct
239.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jos gražūs plaukai.;Pas ją gražūs plaukai.; ;;vlkk;;5.40336275100708;7.161937236785889;1.7585744857788086;correct
240.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jai gimė sūnus.;Pas ją gimė sūnus.; ;;vlkk;;9.744606018066406;10.160881042480469;0.4162750244140625;correct
241.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Man pakilo temperatūra.;Pas mane pakilo temperatūra.; ;;vlkk;;10.24242115020752;9.546070098876953;-0.6963510513305664;incorrect
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Aš turiu ne vieną gerą draugą.;Pas mane ne vienas geras draugas.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.199975967407227;7.385761737823486;3.1857857704162598;correct
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kaimynui atsitiko avarija.;Pas kaimyną atsitiko avarija.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.041260719299316;6.7122883796691895;0.671027660369873;correct
242.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Tavo negerai parašyta.;Pas tave negerai parašyta.; ;;vlkk;;9.110045433044434;8.873879432678223;-0.23616600036621094;incorrect
243.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Čigonų įdomūs laidojimo papročiai.;Pas čigonus įdomūs laidojimo papročiai.; ;;vlkk;;6.478265285491943;7.3855204582214355;0.9072551727294922;correct
244.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Varžovui neišlaikė nervai.;Pas varžovą neišlaikė nervai.; ;;vlkk;;5.871417999267578;6.970757007598877;1.0993390083312988;correct
245.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neseniai jam išoperavo apendiksą.;Neseniai pas jį išoperavo apendiksą.; ;;vlkk;;6.099432468414307;6.271850109100342;0.17241764068603516;correct
246.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Pirma vieta atiteko Jonaičiui.;Pirma vieta pas Jonaitį.; ;;vlkk;;6.535693168640137;7.755039691925049;1.219346523284912;correct
247.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;1;atsiprašyti;Atsiprašyk mokytoją už įžeidimą.;Atsiprašyk pas mokytoją už įžeidimą.; ;;vlkk;;5.864279747009277;6.011908054351807;0.1476283073425293;correct
248.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;2;gauti;Iš ko gavai tą žurnalą?;Pas ką gavai tą žurnalą?; ;;vlkk;;5.007439136505127;8.837339401245117;3.8299002647399902;correct
249.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;3;imti;Jis paėmė iš manęs pieštuką.;Jis paėmė pas mane pieštuką.; ;;vlkk;;3.89924955368042;6.6266398429870605;2.7273902893066406;correct
250.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;4;įsigyti;Jis sakė įsigijęs tą knygą iš gatvės prekeivio.;Jis sakė įsigijęs tą knygą pas gatvės prekeivį.; ;;vlkk;;4.490244388580322;5.629596710205078;1.1393523216247559;correct
251.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;5;klausti;Paklausėme praeivį, kur galėtume užkąsti.;Paklausėme pas praeivį, kur galėtume užkąsti.; ;;vlkk;;6.861913681030273;7.064060211181641;0.2021465301513672;correct
252.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;6;kreiptis;Informacijos kreipkitės į pavaduotoją.;Informacijos kreipkitės pas pavaduotoją.; ;;vlkk;;5.52073860168457;6.491273880004883;0.9705352783203125;correct
253.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;7;pirkti;Pirkau iš jo dviratį.;Pirkau pas jį dviratį.; ;;vlkk;;7.659663200378418;7.873360633850098;0.2136974334716797;correct
254.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;8;prašyti;Prašysiu direktorių, kad išleistų atostogų.;Prašysiu pas direktorių, kad išleistų atostogų.; ;;vlkk;;6.492957592010498;6.364447593688965;-0.1285099983215332;incorrect
255.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;9;reikalauti;Pažymėjimo reikalaukite iš buhalterio.;Pažymėjimo reikalaukite pas buhalterį.; ;;vlkk;;4.924803256988525;5.6620988845825195;0.7372956275939941;correct
256.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;10;skambinti;Skambink pirmininkui iš ano kabineto.;Skambink pas pirmininką iš ano kabineto.; ;;vlkk;;7.7709174156188965;6.904459476470947;-0.8664579391479492;incorrect
257.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;11;skolintis;Teko skolintis pinigų iš draugės.;Teko skolintis pinigų pas draugę.; ;;vlkk;;7.752706527709961;8.638847351074219;0.8861408233642578;correct
258.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;12;skųstis;Skųsiuosi pačiam ministrui.;Skųsiuosi pas patį ministrą.; ;;vlkk;;7.474798679351807;6.468271732330322;-1.0065269470214844;incorrect
259.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;13;sužinoti;Tvarkaraštį sužinosiu iš draugės.;Tvarkaraštį sužinosiu pas draugę.; ;;vlkk;;6.8186869621276855;6.924623966217041;0.10593700408935547;correct
260.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;14;šauktis;Susirgęs šaukis daktaro.;Susirgęs šaukis pas daktarą.; ;;vlkk;;8.053998947143555;8.29625415802002;0.24225521087646484;correct
261.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;15;teirautis;Dėl kelialapio teiraukitės vedėjos.;Dėl kelialapio teiraukitės pas vedėją.; ;;vlkk;;7.226528167724609;6.971210956573486;-0.25531721115112305;incorrect
262.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;16;vogti;Iš kaimynų pavogė arklį.;Pas kaimynus pavogė arklį.; ;;vlkk;;5.055737018585205;6.558035373687744;1.502298355102539;correct
263.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Dokumentai išduodami su parašu.;Dokumentai išduodami po parašu.; ;;vlkk;;8.18913745880127;7.720893859863281;-0.4682435989379883;incorrect
264.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Kiek jis jau laikomas areštuotas?;Kiek jis jau laikomas po areštu?; ;;vlkk;;7.8305840492248535;8.3377046585083;0.5071206092834473;correct
265.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Čia stovi įrenginiai su įtampa.;Čia stovi įrenginiai po įtampa.; ;;vlkk;;7.0606513023376465;7.784989356994629;0.7243380546569824;correct
266.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Su kokia rubrika dėsime šį straipsnį?;Po kokia rubrika dėsime šį straipsnį?; ;;vlkk;;5.128559589385986;6.545342922210693;1.416783332824707;correct
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Dokumentai patvirtinami notaro antspaudu.;Dokumentai patvirtinami po notaro antspaudu.; ;;ChatGPT;;6.646644592285156;6.950594902038574;0.30395030975341797;correct
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Knyga buvo parašyta remiantis archyvine medžiaga.;Knyga buvo parašyta po archyvine medžiaga.; ;;ChatGPT;;3.2318389415740967;4.346197605133057;1.11435866355896;correct
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Straipsnis publikuotas laikantis redakcijos nustatytų gairių ir rekomendacijų.;Straipsnis publikuotas po redakcijos nustatytų gairių ir rekomendacijų.; ;;ChatGPT;;4.1073784828186035;4.539526462554932;0.4321479797363281;correct
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Ji pasirašė šią sutartį su teisininkų patikrintu tekstu.;Ji pasirašė šią sutartį po teisininkų patikrintu tekstu.; ;;ChatGPT;;6.564769268035889;6.493282794952393;-0.0714864730834961;incorrect
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Paraiška pateikta su visais privalomais dokumentais ir liudijimais.;Paraiška pateikta po visais privalomais dokumentais ir liudijimais.; ;;ChatGPT;;5.410667896270752;6.149418830871582;0.7387509346008301;correct
267.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Laivas plaukioja su Lietuvos vėliava.;Laivas plaukioja po Lietuvos vėliava.; ;;vlkk;;5.832401275634766;6.555109977722168;0.7227087020874023;correct
268.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;1;prie (kokių) aplinkybių;Nusikaltimas padarytas sunkinančiomis aplinkybėmis.;Nusikaltimas padarytas prie sunkinančių aplinkybių.; ;;vlkk;;7.902796268463135;7.890456199645996;-0.012340068817138672;incorrect
269.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used to express conditions of an action in certain phrases.;2;prie uždarų durų;Posėdis vyko už uždarų durų.;Posėdis vyko prie uždarų durų.; ;;vlkk;;5.49704122543335;5.19434928894043;-0.3026919364929199;incorrect
270.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;3;prie ligos;Susirgus gripu reikia gulėti.;Prie gripo reikia gulėti.; ;;vlkk;;6.047242164611816;7.5758562088012695;1.5286140441894531;correct
271.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;4;prie (kokių) norų;Ir geriausių norų turėdamas negalėsiu tavęs pasitikti.;Ir prie geriausių norų negalėsiu tavęs pasitikti.; ;;vlkk;;6.82598876953125;7.498093605041504;0.6721048355102539;correct
272.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;5;prie progos;Progai pasitaikius aplankykite šią parodą.;Prie progos aplankykite šią parodą.; ;;vlkk;;7.144446849822998;6.955288887023926;-0.18915796279907227;incorrect
273.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;6;prie (kokių) sąlygų;Sunku dirbti tokiomis sąlygomis.;Sunku dirbti prie tokių sąlygų.; ;Changed 'esamų' to 'tokių'.;vlkk;;6.417259216308594;6.890521049499512;0.47326183319091797;correct
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;6;prie (kokių) sąlygų;Susidarius nepalankioms oro sąlygoms, renginys gali būti atšauktas.;Prie nepalankių oro sąlygų renginys gali būti atšauktas.; ;;ChatGPT;;6.651534557342529;4.183182239532471;-2.4683523178100586;incorrect
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;3;prie ligos;Sergant sunkiomis ligomis, pacientams rekomenduojama visiška ramybė ir nuolatinė priežiūra.;Prie sunkių ligų pacientams rekomenduojama visiška ramybė ir nuolatinė priežiūra.; ;;ChatGPT;;5.083425521850586;4.930416107177734;-0.15300941467285156;incorrect
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;1;prie (kokių) aplinkybių;Susidarius kritinėms aplinkybėms, policija turėjo imtis papildomų saugumo priemonių.;Prie kritinių aplinkybių policija turėjo imtis papildomų saugumo priemonių.; ;;ChatGPT;;5.51129674911499;6.538282871246338;1.0269861221313477;correct
274.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;7;prie (kokios) temperatūros;Aukštoje temperatūroje ši medžiaga lydosi.;Prie aukštos temperatūros ši medžiaga lydosi.; ;;vlkk;;5.195320129394531;7.288139343261719;2.0928192138671875;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Reagentai maišomi proporcija vienas su keturiais.;Reagentai maišomi proporcija vienas prie keturių.; ;;ChatGPT;;5.9425368309021;6.564178943634033;0.6216421127319336;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Valiuta konvertuojama kursu trys į penkis.;Valiuta konvertuojama kursu trys prie penkių.; ;;ChatGPT;;6.907798767089844;6.552799701690674;-0.3549990653991699;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Sudedamosios dalys sumaišomos santykiu trys su septyniais.;Sudedamosios dalys sumaišomos santykiu trys prie septynių.; ;;ChatGPT;;5.277092456817627;5.184509754180908;-0.09258270263671875;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Tirpalo dalys sujungiamos proporcija keturi su vienuolika.;Tirpalo dalys sujungiamos proporcija keturi prie vienuolikos.; ;;ChatGPT;;6.7513933181762695;6.973669528961182;0.2222762107849121;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Sultys paruoštos maišant koncentratą santykiu vienas su dešimt.;Sultys paruoštos maišant koncentratą santykiu vienas prie dešimties.; ;;ChatGPT;;5.786895751953125;5.663780689239502;-0.12311506271362305;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Studentų ir dėstytojų skaičius universitete yra santykiu dvidešimt su vienu.;Studentų ir dėstytojų skaičius universitete yra santykiu dvidešimt prie vieno.; ;;ChatGPT;;4.931864261627197;4.700520992279053;-0.23134326934814453;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Produktai maišomi dalimis penki su septyniais, kad gautųsi tinkama tekstūra.;Produktai maišomi dalimis penki prie septynių, kad gautųsi tinkama tekstūra.; ;;ChatGPT;;5.60896635055542;5.755071640014648;0.14610528945922852;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Naujas valiutos kursas nustatytas santykiu vienas su aštuoniais.;Naujas valiutos kursas nustatytas santykiu vienas prie aštuonių.; ;;ChatGPT;;4.996926307678223;4.8285603523254395;-0.1683659553527832;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Tyrime gauta duomenų imtis, kurioje vyrai ir moterys pasiskirstė santykiu keturi su šešiais.;Tyrime gauta duomenų imtis, kurioje vyrai ir moterys pasiskirstė santykiu keturi prie šešių.; ;;ChatGPT;;5.279520511627197;5.850169658660889;0.5706491470336914;correct
275.0;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Pinigai bus keičiami santykiu vienas už šimtą.;Pinigai bus keičiami santykiu vienas prie šimto.; ;;vlkk;;5.588583469390869;6.22383451461792;0.6352510452270508;correct
276.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;1;atsiprašyti (prieš ką);Teko atsiprašyti draugą.;Teko atsiprašyti prieš draugą.; ;;vlkk;;7.60077428817749;6.508833408355713;-1.0919408798217773;incorrect
277.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;2;atsparus (prieš ką);Kaktusai atsparūs sausroms.;Kaktusai atsparūs prieš sausras.; ;;vlkk;;6.191258907318115;6.203162670135498;0.011903762817382812;correct
278.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;3;gintis (prieš ką);Ginsimės nuo visų, kurie mus puls.;Ginsimės prieš visus, kurie mus puls.; ;;vlkk;;7.825473308563232;7.220757007598877;-0.6047163009643555;incorrect
279.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;4;neapykanta (prieš ką);Jis ilgai jautė neapykantą tikram broliui.;Jis ilgai jautė neapykantą prieš tikrą brolį.; ;;vlkk;;4.434446334838867;4.407501220703125;-0.026945114135742188;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;1;atsiprašyti (prieš ką);Vaikai atsiprašo mokytojos, kad triukšmavo per pamoką.;Vaikai atsiprašo prieš mokytoją, kad triukšmavo per pamoką.; ;;ChatGPT;;3.796285629272461;4.250004291534424;0.4537186622619629;correct
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;2;atsparus (prieš ką);Ši medžiaga atspari rūdims.;Ši medžiaga atspari prieš rūdis.; ;;ChatGPT;;5.373293399810791;5.7422637939453125;0.3689703941345215;correct
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;3;gintis (prieš ką);Sportininkas gynėsi nuo stipraus varžovo smūgių.;Sportininkas gynėsi prieš stipraus varžovo smūgius.; ;;ChatGPT;;4.877121925354004;5.43367862701416;0.5565567016601562;correct
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;4;neapykanta (prieš ką);Pamilusi vokiečių riterį Kelerį kunigaikštytė atstumia Skirgailą ir jaučia neapykantą jam.;Pamilusi vokiečių riterį Kelerį kunigaikštytė atstumia Skirgailą ir jaučia neapykantą prieš jį.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;5.141603469848633;4.926839351654053;-0.21476411819458008;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;4;neapykanta (prieš ką);Jis jautė neapykantą savo buvusiai vadovei.;Jis jautė neapykantą prieš savo buvusią vadovę.; ;;ChatGPT;;3.4383106231689453;3.3126933574676514;-0.12561726570129395;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;5;pareiga (prieš ką);Mažvydui buvo svarbesnė pareiga tėvynei negu tikėjimui.;Mažvydui buvo svarbesnė pareiga prieš tėvynę negu prieš tikėjimą.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;6.260440826416016;6.018235683441162;-0.24220514297485352;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;5;pareiga (prieš ką);Jis jaučia pareigą savo šeimai ir bendruomenei.;Jis jaučia pareigą prieš savo šeimą ir bendruomenę.; ;;ChatGPT;;3.619321346282959;4.366836071014404;0.7475147247314453;correct
280.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;5;pareiga (prieš ką);Jaučia pareigą tėvams.;Jaučia pareigą prieš tėvus.; ;;vlkk;;5.872508525848389;5.357085704803467;-0.5154228210449219;incorrect
281.0;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Rezoliucijos projektą siūloma priimti kaip pagrindą.;Rezoliucijos projektą siūloma priimti už pagrindą.; ;;vlkk;;6.966397762298584;5.756834983825684;-1.2095627784729004;incorrect
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Šis mokslinis tiriamasis darbas ir jo pagrindu paregta disertacija yra reikšmingas įnašas.;Šis mokslinis tiriamasis darbas ir už jo pagrindą paregta disertacija yra reikšmingas įnašas.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;5.894033432006836;6.19842004776001;0.30438661575317383;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Žaidžiu Anykščių „Šarūno“ vyrų komandoje.;Žaidžiu už Anykščių „Šarūno“ vyrų komandą.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;5.123438358306885;4.932020664215088;-0.19141769409179688;incorrect
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Tiesa, juokų prikrėsdavome, ypač kai žaidėme Lietuvos rinktinėje.;Tiesa, juokų prikrėsdavome, ypač kai žaidėme už Lietuvos rinktinę.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;5.139441967010498;5.040950298309326;-0.09849166870117188;incorrect
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Komitetas siūlo šį dokumentą laikyti pagrindu tolesnėms deryboms.;Komitetas siūlo šį dokumentą laikyti už pagrindą tolesnėms deryboms.; ;;ChatGPT;;4.554389953613281;4.770922660827637;0.21653270721435547;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Ataskaitą rekomenduojama imti kaip pagrindą rengiant naujas gaires.;Ataskaitą rekomenduojama imti už pagrindą rengiant naujas gaires.; ;;ChatGPT;;6.160268306732178;6.796411991119385;0.636143684387207;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Ekspertų išvadas siūloma naudoti kaip pagrindą kuriant metodiką.;Ekspertų išvadas siūloma naudoti už pagrindą kuriant metodiką.; ;;ChatGPT;;5.720493316650391;6.891408920288086;1.1709156036376953;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Jaunimo komandoje žaidžiau du sezonus, kol perėjau į profesionalų lygą.;Už jaunimo komandą žaidžiau du sezonus, kol perėjau į profesionalų lygą.; ;;ChatGPT;;3.005610466003418;3.621713399887085;0.616102933883667;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Po traumos grįžęs sportininkas vėl žaidžia pagrindinėje miesto komandoje.;Po traumos grįžęs sportininkas vėl žaidžia už pagrindinę miesto komandą.; ;;ChatGPT;;4.732014179229736;4.805339813232422;0.07332563400268555;correct
282.0;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Jis žaidžia „Neptūno“ komandoje.;Jis žaidžia už „Neptūno“ komandą.; ;;vlkk;;3.6875076293945312;4.167829513549805;0.48032188415527344;correct
283.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Architektė Žilienė šaldytuvą nutarė užkelti ant skalbimo mašinos.;Architektas Žilienė šaldytuvą nutarė užkelti ant skalbimo mašinos.; ;Created a full sentence by looking at the corpus.;vlkk;;4.788025856018066;5.103264808654785;0.31523895263671875;correct
284.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Advokatė Butkutė pažado neištesėjo, todėl jis kreipėsi į STT.;Advokatas Butkutė pažado neištesėjo, todėl jis kreipėsi į STT.; ;Created a full sentence by looking at the corpus.;vlkk;;5.852160453796387;5.8111371994018555;-0.04102325439453125;incorrect
285.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Direktorė Vaitkuvienė vakar spaudos konferencijoje teigė, kad šia paslauga niekas nesinaudoja.;Direktorius Vaitkuvienė vakar spaudos konferencijoje teigė, kad šia paslauga niekas nesinaudoja.; ;Created a full sentence by looking at the corpus.;vlkk;;4.265039443969727;4.588051795959473;0.3230123519897461;correct
286.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Lygiai prieš metus profesorė Nakienė vedė ritmikos ir solfedžio seminarus.;Lygiai prieš metus profesorius Nakienė vedė ritmikos ir solfedžio seminarus. ; ;Created a full sentence by looking at the corpus.;vlkk;;5.422536849975586;5.551275253295898;0.1287384033203125;correct
287.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Kupiškyje lankėsi socialinės apsaugos ir darbo ministrė Rudienė.;Kupiškyje lankėsi socialinės apsaugos ir darbo ministras Rudienė.; ;Created a full sentence by looking at the corpus.;vlkk;;5.3310370445251465;5.9024763107299805;0.571439266204834;correct
288.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Viršaitė Skuodytė šyptelėjo ir pradėjo aiškinti man nesuprantamus dalykus.;Viršaitis Skuodytė šyptelėjo ir pradėjo aiškinti man nesuprantamus dalykus.; ;Created a full sentence by looking at the corpus.;vlkk;;4.6346540451049805;5.018091678619385;0.3834376335144043;correct
