sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;CohereLabs_aya-expanse-32b_correct_nll;CohereLabs_aya-expanse-32b_incorrect_nll;CohereLabs_aya-expanse-32b_certainty;CohereLabs_aya-expanse-32b_decision
216.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;2;ginčytis (apie ką);Dėl ko čia ginčijatės?;Apie ką čia ginčijatės?; ;;vlkk;;3.5889713764190674;6.6543450355529785;3.065373659133911;correct
217.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;2;ginčytis (apie ką);Kilo ginčas dėl pelno paskirstymo.;Kilo ginčas apie pelno paskirstymą.; ;;vlkk;;4.876485824584961;6.390429496765137;1.5139436721801758;correct
218.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;3;rodyti (apie ką);Ši lentelė rodo gamybos tempų kitimą.;Ši lentelė rodo apie gamybos tempų kitimą.; ;;vlkk;;5.007648944854736;5.101136684417725;0.09348773956298828;correct
219.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Nėra ko tau skųstis gyvenimu.;Nėra ko tau skųstis apie gyvenimą.; ;;vlkk;;5.447079181671143;4.730991363525391;-0.716087818145752;incorrect
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;1;domėtis (apie ką);Mokytoja domėjosi mokinių pasiekimais ir pažangumu.;Mokytoja domėjosi apie mokinių pasiekimus ir pažangumą.; ;;ChatGPT;;3.7123875617980957;4.111063003540039;0.39867544174194336;correct
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;2;ginčytis (apie ką);Tėvai ginčijosi dėl vaikų vasaros atostogų planų.;Tėvai ginčijosi apie vaikų vasaros atostogų planus.; ;;ChatGPT;;2.4919281005859375;3.4387688636779785;0.946840763092041;correct
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Kaimynas skundėsi triukšmu naktį.;Kaimynas skundėsi apie triukšmą naktį.; ;;ChatGPT;;3.9817190170288086;4.259975433349609;0.2782564163208008;correct
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;3;rodyti (apie ką);Direktorius rodė darbuotojams naujas darbo procedūras.;Direktorius rodė darbuotojams apie naujas darbo procedūras.; ;;ChatGPT;;4.7821807861328125;3.9862465858459473;-0.7959342002868652;incorrect
220.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Gauname nemaža skundų dėl duonos kokybės.;Gauname nemaža skundų apie duonos kokybę.; ;;vlkk;;5.464685916900635;5.897556781768799;0.43287086486816406;correct
221.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;1;atsiliepti (į ką);Nemiga visada neigiamai atsiliepia darbingumui.;Nemiga visada neigiamai atsiliepia į darbingumą.; ;;vlkk;;5.517185688018799;4.728291988372803;-0.7888936996459961;incorrect
222.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;2;daryti įtaką (į ką);Tėvų elgesys visada daro įtaką vaikams.;Tėvų elgesys visada daro įtaką į vaikus.; ;;vlkk;;2.430934190750122;3.423341989517212;0.9924077987670898;correct
223.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;3;daryti poveikį (į ką);Aptarė naujų vaistų poveikį organizmui.;Aptarė naujų vaistų poveikį į organizmą.; ;;vlkk;;4.419363021850586;4.377928256988525;-0.04143476486206055;incorrect
224.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;4;daryti spaudimą (į ką);Jie darė spaudimą mūsų darbuotojams.;Jie darė spaudimą į mūsų darbuotojus.; ;;vlkk;;3.795475721359253;4.108328819274902;0.3128530979156494;correct
225.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;5;įsimylėti (į ką);Visi mokiniai įsimylėję naująjį mokytoją.;Visi mokiniai įsimylėję į naująjį mokytoją.; ;;vlkk;;4.537637710571289;4.158335208892822;-0.3793025016784668;incorrect
226.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;6;nurodyti (į ką);Vadovas nurodė keletą darbo trūkumų.;Vadovas nurodė į keletą darbo trūkumų.; ;;vlkk;;3.701613664627075;3.888448715209961;0.18683505058288574;correct
227.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;7;skirti dėmesį (į ką);Skirkite daugiau dėmesio ligų profilaktikai.;Skirkite daugiau dėmesio į ligų profilaktiką.; ;;vlkk;;3.802680015563965;4.354489326477051;0.5518093109130859;correct
228.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;8;veikti (į ką);Orai labai veikia žmonių nuotaikas.;Orai labai veikia į žmonių nuotaikas.; ;;vlkk;;5.733767032623291;5.025559425354004;-0.7082076072692871;incorrect
229.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;9;žaisti (į ką);Žaiskime karą arba futbolą.;Žaiskime į karą arba į futbolą.; ;;vlkk;;6.092119216918945;4.961142539978027;-1.130976676940918;incorrect
230.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;9;žaisti (į ką);Užteks žaisti slėpynes.;Užteks žaisti į slėpynes.; ;;vlkk;;6.4470062255859375;5.567641258239746;-0.8793649673461914;incorrect
231.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Dabar jam ne egzaminai rūpi.;Dabar jam ne iki egzaminų.; ;;vlkk;;6.90346097946167;6.53537130355835;-0.3680896759033203;incorrect
232.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Šiandien žvejams ne raudės galvoje – laukia privatizavimo.;Šiandien žvejams ne iki raudžių – laukia privatizavimo.; ;;vlkk;;5.157751560211182;5.2293291091918945;0.07157754898071289;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Jiems šiandien ne šokiai rūpi.;Jiems šiandien ne iki šokių.; ;Changed the sentence to make it more different from the first one.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;6.197874546051025;6.3011651039123535;0.10329055786132812;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Man dabar ne jūsų problemos galvoje.;Man dabar ne iki jūsų problemų.; ;;internet;https://www.mazeikiai.lt › files › rekomendacijos;5.723984241485596;6.1294026374816895;0.40541839599609375;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Šiandien studentams ne paskaitos rūpi – jie galvoja apie egzaminus.;Šiandien studentams ne iki paskaitų – jie galvoja apie egzaminus.; ;;ChatGPT;;4.206933498382568;4.296377182006836;0.08944368362426758;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Man šiandien ne kavos gerti norisi, o pailsėti.;Man šiandien ne iki kavos gerti, o pailsėti.; ;;ChatGPT;;4.817342758178711;5.2961649894714355;0.4788222312927246;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Vaikams šiandien ne saldumynai galvoje – laukia pamokos.;Vaikams šiandien ne iki saldumynų – laukia pamokos.; ;;ChatGPT;;4.942460060119629;5.157506465911865;0.21504640579223633;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Jiems dabar ne pokalbiai rūpi - reikia surasti sprendimą.;Jiems dabar ne iki pokalbių - reikia surasti sprendimą.; ;;ChatGPT;;4.913907051086426;4.8099870681762695;-0.10391998291015625;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Po visos dienos darbų darbuotojams ne biuro reikalai galvoje - norisi kuo greičiau grįžti namo ir pailsėti.;Po visos dienos darbų darbuotojams ne iki biuro reikalų - norisi kuo greičiau grįžti namo ir pailsėti.; ;;ChatGPT;;3.338099241256714;3.233229875564575;-0.10486936569213867;incorrect
233.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Visiems buvo ne juokas galvoj.;Visiems buvo ne iki juoko.; ;;vlkk;;7.541187286376953;6.966827392578125;-0.5743598937988281;incorrect
234.0;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Remsimės spalio 17 dienos nutarimu.;Remsimės nutarimu iš spalio 17 dienos.; ;;vlkk;;4.6336870193481445;5.124985694885254;0.4912986755371094;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Gavome Lietuvos Respublikos žemės ūkio ministerijos lapkričio 18 dienos pranešimą.;Gavome Lietuvos Respublikos žemės ūkio ministerijos pranešimą iš lapkričio 18 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;2.3803529739379883;2.4232401847839355;0.042887210845947266;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Atsisiuntėme Lietuvos banko spalio 7 dienos raštą.;Atsisiuntėme Lietuvos banko raštą iš spalio 7 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;3.750591278076172;3.8633382320404053;0.1127469539642334;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Dabar perskaitysime svarbią lapkričio 10 dienos žinutę.;Dabar perskaitysime svarbią žinutę iš lapkričio 10 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;2.8550965785980225;2.6935818195343018;-0.1615147590637207;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Perskaitėme spalio 20 dienos memorandumą, skirtą darbuotojams.;Perskaitėme memorandumą iš spalio 20 dienos, skirtą darbuotojams.; ;;ChatGPT;;3.9083259105682373;4.2635393142700195;0.3552134037017822;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Susipažinome su rugsėjo 15 dienos ataskaita apie finansinę veiklą.;Susipažinome su ataskaita iš rugsėjo 15 dienos apie finansinę veiklą.; ;;ChatGPT;;2.9900052547454834;4.027523994445801;1.0375187397003174;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Jis vadovaujasi birželio 3 dienos direktyva, nustatančia naujas procedūras.;Jis vadovaujasi direktyva iš birželio 3 dienos, nustatančia naujas procedūras.; ;;ChatGPT;;3.336939811706543;3.5578794479370117;0.22093963623046875;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Šio klausimo nagrinėjimui remsimės oficialiu spalio 2 dienos dokumentu.;Šio klausimo nagrinėjimui remsimės oficialiu dokumentu iš spalio 2 dienos.; ;;ChatGPT;;3.7828166484832764;3.521300792694092;-0.26151585578918457;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Gavome lapkričio 25 dienos pranešimą dėl pasikeitusių taisyklių.;Gavome pranešimą iš lapkričio 25 dienos dėl pasikeitusių taisyklių.; ;;ChatGPT;;2.9033849239349365;2.884199619293213;-0.019185304641723633;incorrect
235.0;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Reikia patikrinti kovo 5 dienos protokolą.;Reikia patikrinti protokolą iš kovo 5 dienos.; ;;vlkk;;4.075371742248535;5.671750545501709;1.5963788032531738;correct
236.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kiek turi pinigų?;Kiek pas tave pinigų?; ;;vlkk;;4.624634265899658;5.659037113189697;1.034402847290039;correct
237.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kas turi klausimų?;Pas ką yra klausimų?; ;;vlkk;;4.917574882507324;6.878025054931641;1.9604501724243164;correct
238.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neturiu laiko.;Pas mane nėra laiko.; ;;vlkk;;5.756938457489014;6.896191596984863;1.1392531394958496;correct
239.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jos gražūs plaukai.;Pas ją gražūs plaukai.; ;;vlkk;;5.878085136413574;6.5125412940979;0.6344561576843262;correct
240.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jai gimė sūnus.;Pas ją gimė sūnus.; ;;vlkk;;6.250348091125488;8.014847755432129;1.7644996643066406;correct
241.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Man pakilo temperatūra.;Pas mane pakilo temperatūra.; ;;vlkk;;6.628569602966309;7.3346381187438965;0.7060685157775879;correct
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Aš turiu ne vieną gerą draugą.;Pas mane ne vienas geras draugas.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.495344161987305;6.114729881286621;1.6193857192993164;correct
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kaimynui atsitiko avarija.;Pas kaimyną atsitiko avarija.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.2636003494262695;6.051815986633301;-0.21178436279296875;incorrect
242.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Tavo negerai parašyta.;Pas tave negerai parašyta.; ;;vlkk;;5.603065490722656;6.063102722167969;0.4600372314453125;correct
243.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Čigonų įdomūs laidojimo papročiai.;Pas čigonus įdomūs laidojimo papročiai.; ;;vlkk;;3.9588420391082764;5.445343017578125;1.4865009784698486;correct
244.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Varžovui neišlaikė nervai.;Pas varžovą neišlaikė nervai.; ;;vlkk;;7.296492099761963;7.0944366455078125;-0.2020554542541504;incorrect
245.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neseniai jam išoperavo apendiksą.;Neseniai pas jį išoperavo apendiksą.; ;;vlkk;;6.419626712799072;6.416281700134277;-0.003345012664794922;incorrect
246.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Pirma vieta atiteko Jonaičiui.;Pirma vieta pas Jonaitį.; ;;vlkk;;5.105642795562744;6.5997185707092285;1.4940757751464844;correct
247.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;1;atsiprašyti;Atsiprašyk mokytoją už įžeidimą.;Atsiprašyk pas mokytoją už įžeidimą.; ;;vlkk;;4.266565322875977;5.179872989654541;0.9133076667785645;correct
248.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;2;gauti;Iš ko gavai tą žurnalą?;Pas ką gavai tą žurnalą?; ;;vlkk;;5.6155877113342285;8.204238891601562;2.588651180267334;correct
249.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;3;imti;Jis paėmė iš manęs pieštuką.;Jis paėmė pas mane pieštuką.; ;;vlkk;;3.8724093437194824;6.340427875518799;2.4680185317993164;correct
250.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;4;įsigyti;Jis sakė įsigijęs tą knygą iš gatvės prekeivio.;Jis sakė įsigijęs tą knygą pas gatvės prekeivį.; ;;vlkk;;4.796669006347656;5.560083389282227;0.7634143829345703;correct
251.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;5;klausti;Paklausėme praeivį, kur galėtume užkąsti.;Paklausėme pas praeivį, kur galėtume užkąsti.; ;;vlkk;;5.5690531730651855;5.93150520324707;0.36245203018188477;correct
252.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;6;kreiptis;Informacijos kreipkitės į pavaduotoją.;Informacijos kreipkitės pas pavaduotoją.; ;;vlkk;;4.863864421844482;5.547450542449951;0.6835861206054688;correct
253.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;7;pirkti;Pirkau iš jo dviratį.;Pirkau pas jį dviratį.; ;;vlkk;;5.910226345062256;4.863045692443848;-1.0471806526184082;incorrect
254.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;8;prašyti;Prašysiu direktorių, kad išleistų atostogų.;Prašysiu pas direktorių, kad išleistų atostogų.; ;;vlkk;;4.523714542388916;5.370910167694092;0.8471956253051758;correct
255.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;9;reikalauti;Pažymėjimo reikalaukite iš buhalterio.;Pažymėjimo reikalaukite pas buhalterį.; ;;vlkk;;4.758804798126221;5.725618839263916;0.9668140411376953;correct
256.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;10;skambinti;Skambink pirmininkui iš ano kabineto.;Skambink pas pirmininką iš ano kabineto.; ;;vlkk;;5.575235843658447;5.879157543182373;0.3039216995239258;correct
257.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;11;skolintis;Teko skolintis pinigų iš draugės.;Teko skolintis pinigų pas draugę.; ;;vlkk;;5.820835590362549;7.276643753051758;1.455808162689209;correct
258.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;12;skųstis;Skųsiuosi pačiam ministrui.;Skųsiuosi pas patį ministrą.; ;;vlkk;;5.907470226287842;6.513858795166016;0.6063885688781738;correct
259.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;13;sužinoti;Tvarkaraštį sužinosiu iš draugės.;Tvarkaraštį sužinosiu pas draugę.; ;;vlkk;;5.23388147354126;6.087306022644043;0.8534245491027832;correct
260.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;14;šauktis;Susirgęs šaukis daktaro.;Susirgęs šaukis pas daktarą.; ;;vlkk;;7.6584086418151855;6.9442901611328125;-0.714118480682373;incorrect
261.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;15;teirautis;Dėl kelialapio teiraukitės vedėjos.;Dėl kelialapio teiraukitės pas vedėją.; ;;vlkk;;6.074307918548584;6.058795928955078;-0.01551198959350586;incorrect
262.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;16;vogti;Iš kaimynų pavogė arklį.;Pas kaimynus pavogė arklį.; ;;vlkk;;5.414743900299072;6.339114665985107;0.9243707656860352;correct
263.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Dokumentai išduodami su parašu.;Dokumentai išduodami po parašu.; ;;vlkk;;5.802763938903809;5.4015727043151855;-0.40119123458862305;incorrect
264.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Kiek jis jau laikomas areštuotas?;Kiek jis jau laikomas po areštu?; ;;vlkk;;5.582440376281738;5.626578330993652;0.04413795471191406;correct
265.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Čia stovi įrenginiai su įtampa.;Čia stovi įrenginiai po įtampa.; ;;vlkk;;4.624619483947754;5.108340740203857;0.4837212562561035;correct
266.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Su kokia rubrika dėsime šį straipsnį?;Po kokia rubrika dėsime šį straipsnį?; ;;vlkk;;3.9440438747406006;4.84931755065918;0.9052736759185791;correct
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Dokumentai patvirtinami notaro antspaudu.;Dokumentai patvirtinami po notaro antspaudu.; ;;ChatGPT;;5.997405529022217;5.782762050628662;-0.2146434783935547;incorrect
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Knyga buvo parašyta remiantis archyvine medžiaga.;Knyga buvo parašyta po archyvine medžiaga.; ;;ChatGPT;;3.446714401245117;3.969195604324341;0.5224812030792236;correct
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Straipsnis publikuotas laikantis redakcijos nustatytų gairių ir rekomendacijų.;Straipsnis publikuotas po redakcijos nustatytų gairių ir rekomendacijų.; ;;ChatGPT;;3.261141538619995;3.601247549057007;0.3401060104370117;correct
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Ji pasirašė šią sutartį su teisininkų patikrintu tekstu.;Ji pasirašė šią sutartį po teisininkų patikrintu tekstu.; ;;ChatGPT;;5.2710280418396;5.824848175048828;0.5538201332092285;correct
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Paraiška pateikta su visais privalomais dokumentais ir liudijimais.;Paraiška pateikta po visais privalomais dokumentais ir liudijimais.; ;;ChatGPT;;3.190603256225586;3.4269793033599854;0.23637604713439941;correct
267.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Laivas plaukioja su Lietuvos vėliava.;Laivas plaukioja po Lietuvos vėliava.; ;;vlkk;;5.610558032989502;6.312930107116699;0.7023720741271973;correct
268.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;1;prie (kokių) aplinkybių;Nusikaltimas padarytas sunkinančiomis aplinkybėmis.;Nusikaltimas padarytas prie sunkinančių aplinkybių.; ;;vlkk;;3.6397106647491455;3.7029404640197754;0.06322979927062988;correct
269.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used to express conditions of an action in certain phrases.;2;prie uždarų durų;Posėdis vyko už uždarų durų.;Posėdis vyko prie uždarų durų.; ;;vlkk;;4.236897945404053;4.201852798461914;-0.03504514694213867;incorrect
270.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;3;prie ligos;Susirgus gripu reikia gulėti.;Prie gripo reikia gulėti.; ;;vlkk;;8.602428436279297;5.80211877822876;-2.800309658050537;incorrect
271.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;4;prie (kokių) norų;Ir geriausių norų turėdamas negalėsiu tavęs pasitikti.;Ir prie geriausių norų negalėsiu tavęs pasitikti.; ;;vlkk;;3.9399807453155518;4.641416072845459;0.7014353275299072;correct
272.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;5;prie progos;Progai pasitaikius aplankykite šią parodą.;Prie progos aplankykite šią parodą.; ;;vlkk;;5.507071495056152;5.608105659484863;0.10103416442871094;correct
273.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;6;prie (kokių) sąlygų;Sunku dirbti tokiomis sąlygomis.;Sunku dirbti prie tokių sąlygų.; ;Changed 'esamų' to 'tokių'.;vlkk;;6.148337364196777;5.370419502258301;-0.7779178619384766;incorrect
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;6;prie (kokių) sąlygų;Susidarius nepalankioms oro sąlygoms, renginys gali būti atšauktas.;Prie nepalankių oro sąlygų renginys gali būti atšauktas.; ;;ChatGPT;;3.9164888858795166;4.244326591491699;0.3278377056121826;correct
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;3;prie ligos;Sergant sunkiomis ligomis, pacientams rekomenduojama visiška ramybė ir nuolatinė priežiūra.;Prie sunkių ligų pacientams rekomenduojama visiška ramybė ir nuolatinė priežiūra.; ;;ChatGPT;;4.457603454589844;3.570754051208496;-0.8868494033813477;incorrect
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;1;prie (kokių) aplinkybių;Susidarius kritinėms aplinkybėms, policija turėjo imtis papildomų saugumo priemonių.;Prie kritinių aplinkybių policija turėjo imtis papildomų saugumo priemonių.; ;;ChatGPT;;2.2687606811523438;2.883720636367798;0.6149599552154541;correct
274.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;7;prie (kokios) temperatūros;Aukštoje temperatūroje ši medžiaga lydosi.;Prie aukštos temperatūros ši medžiaga lydosi.; ;;vlkk;;4.019932270050049;5.086212635040283;1.0662803649902344;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Reagentai maišomi proporcija vienas su keturiais.;Reagentai maišomi proporcija vienas prie keturių.; ;;ChatGPT;;5.619900226593018;5.214204788208008;-0.40569543838500977;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Valiuta konvertuojama kursu trys į penkis.;Valiuta konvertuojama kursu trys prie penkių.; ;;ChatGPT;;5.760679244995117;5.112151622772217;-0.6485276222229004;incorrect
