sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;goldfish-models_lit_latn_5mb_correct_nll;goldfish-models_lit_latn_5mb_incorrect_nll;goldfish-models_lit_latn_5mb_certainty;goldfish-models_lit_latn_5mb_decision
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;1;domėtis (apie ką);Mokytoja domėjosi mokinių pasiekimais ir pažangumu.;Mokytoja domėjosi apie mokinių pasiekimus ir pažangumą.; ;;ChatGPT;;7.445342063903809;7.240843296051025;-0.2044987678527832;incorrect
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;2;ginčytis (apie ką);Tėvai ginčijosi dėl vaikų vasaros atostogų planų.;Tėvai ginčijosi apie vaikų vasaros atostogų planus.; ;;ChatGPT;;7.04635763168335;7.0378642082214355;-0.008493423461914062;incorrect
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Kaimynas skundėsi triukšmu naktį.;Kaimynas skundėsi apie triukšmą naktį.; ;;ChatGPT;;7.21550178527832;7.489494323730469;0.27399253845214844;correct
;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;3;rodyti (apie ką);Direktorius rodė darbuotojams naujas darbo procedūras.;Direktorius rodė darbuotojams apie naujas darbo procedūras.; ;;ChatGPT;;7.544251441955566;7.26638650894165;-0.277864933013916;incorrect
220.0;2;Use of Prepositions;8;4.2 Apie;1;4.2.1 Apie should not be used to express the object of an action with certain words.;4;skųstis (apie ką);Gauname nemaža skundų dėl duonos kokybės.;Gauname nemaža skundų apie duonos kokybę.; ;;vlkk;;8.44694995880127;8.104082107543945;-0.3428678512573242;incorrect
221.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;1;atsiliepti (į ką);Nemiga visada neigiamai atsiliepia darbingumui.;Nemiga visada neigiamai atsiliepia į darbingumą.; ;;vlkk;;6.76057243347168;6.780216693878174;0.01964426040649414;correct
222.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;2;daryti įtaką (į ką);Tėvų elgesys visada daro įtaką vaikams.;Tėvų elgesys visada daro įtaką į vaikus.; ;;vlkk;;6.32025146484375;6.3499345779418945;0.02968311309814453;correct
223.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;3;daryti poveikį (į ką);Aptarė naujų vaistų poveikį organizmui.;Aptarė naujų vaistų poveikį į organizmą.; ;;vlkk;;6.875792503356934;6.872129440307617;-0.0036630630493164062;incorrect
224.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;4;daryti spaudimą (į ką);Jie darė spaudimą mūsų darbuotojams.;Jie darė spaudimą į mūsų darbuotojus.; ;;vlkk;;6.928428649902344;6.327981472015381;-0.6004471778869629;incorrect
225.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;5;įsimylėti (į ką);Visi mokiniai įsimylėję naująjį mokytoją.;Visi mokiniai įsimylėję į naująjį mokytoją.; ;;vlkk;;6.879770278930664;6.5064697265625;-0.37330055236816406;incorrect
226.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;6;nurodyti (į ką);Vadovas nurodė keletą darbo trūkumų.;Vadovas nurodė į keletą darbo trūkumų.; ;;vlkk;;7.8949151039123535;7.011734962463379;-0.8831801414489746;incorrect
227.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;7;skirti dėmesį (į ką);Skirkite daugiau dėmesio ligų profilaktikai.;Skirkite daugiau dėmesio į ligų profilaktiką.; ;;vlkk;;7.007752895355225;7.211589336395264;0.20383644104003906;correct
228.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;8;veikti (į ką);Orai labai veikia žmonių nuotaikas.;Orai labai veikia į žmonių nuotaikas.; ;;vlkk;;6.216678619384766;6.054105758666992;-0.16257286071777344;incorrect
229.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;9;žaisti (į ką);Žaiskime karą arba futbolą.;Žaiskime į karą arba į futbolą.; ;;vlkk;;7.022854804992676;5.8846821784973145;-1.1381726264953613;incorrect
230.0;2;Use of Prepositions;9;4.3 Į;1;4.3.1 Į should not be used to express the object of an action with certain words.;9;žaisti (į ką);Užteks žaisti slėpynes.;Užteks žaisti į slėpynes.; ;;vlkk;;6.460949897766113;6.088596820831299;-0.37235307693481445;incorrect
231.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Dabar jam ne egzaminai rūpi.;Dabar jam ne iki egzaminų.; ;;vlkk;;6.222002029418945;6.515528678894043;0.29352664947509766;correct
232.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Šiandien žvejams ne raudės galvoje – laukia privatizavimo.;Šiandien žvejams ne iki raudžių – laukia privatizavimo.; ;;vlkk;;6.927245140075684;7.323274612426758;0.3960294723510742;correct
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Jiems šiandien ne šokiai rūpi.;Jiems šiandien ne iki šokių.; ;Changed the sentence to make it more different from the first one.;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;7.831655025482178;6.863593101501465;-0.9680619239807129;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Man dabar ne jūsų problemos galvoje.;Man dabar ne iki jūsų problemų.; ;;internet;https://www.mazeikiai.lt › files › rekomendacijos;5.913824558258057;5.466363906860352;-0.4474606513977051;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Šiandien studentams ne paskaitos rūpi – jie galvoja apie egzaminus.;Šiandien studentams ne iki paskaitų – jie galvoja apie egzaminus.; ;;ChatGPT;;7.202959060668945;6.225215435028076;-0.9777436256408691;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Man šiandien ne kavos gerti norisi, o pailsėti.;Man šiandien ne iki kavos gerti, o pailsėti.; ;;ChatGPT;;6.739193916320801;6.410160541534424;-0.32903337478637695;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Vaikams šiandien ne saldumynai galvoje – laukia pamokos.;Vaikams šiandien ne iki saldumynų – laukia pamokos.; ;;ChatGPT;;7.876523494720459;7.2149338722229;-0.6615896224975586;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Jiems dabar ne pokalbiai rūpi - reikia surasti sprendimą.;Jiems dabar ne iki pokalbių - reikia surasti sprendimą.; ;;ChatGPT;;7.235231876373291;6.561976909637451;-0.6732549667358398;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Po visos dienos darbų darbuotojams ne biuro reikalai galvoje - norisi kuo greičiau grįžti namo ir pailsėti.;Po visos dienos darbų darbuotojams ne iki biuro reikalų - norisi kuo greičiau grįžti namo ir pailsėti.; ;;ChatGPT;;7.209691047668457;6.879113674163818;-0.33057737350463867;incorrect
233.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Visiems buvo ne juokas galvoj.;Visiems buvo ne iki juoko.; ;;vlkk;;7.00331974029541;5.855074405670166;-1.1482453346252441;incorrect
234.0;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Remsimės spalio 17 dienos nutarimu.;Remsimės nutarimu iš spalio 17 dienos.; ;;vlkk;;6.870604038238525;6.281341552734375;-0.5892624855041504;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Gavome Lietuvos Respublikos žemės ūkio ministerijos lapkričio 18 dienos pranešimą.;Gavome Lietuvos Respublikos žemės ūkio ministerijos pranešimą iš lapkričio 18 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;5.425455093383789;5.290073871612549;-0.13538122177124023;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Atsisiuntėme Lietuvos banko spalio 7 dienos raštą.;Atsisiuntėme Lietuvos banko raštą iš spalio 7 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;6.813648700714111;6.597817897796631;-0.21583080291748047;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Dabar perskaitysime svarbią lapkričio 10 dienos žinutę.;Dabar perskaitysime svarbią žinutę iš lapkričio 10 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;6.098717212677002;6.1073527336120605;0.008635520935058594;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Perskaitėme spalio 20 dienos memorandumą, skirtą darbuotojams.;Perskaitėme memorandumą iš spalio 20 dienos, skirtą darbuotojams.; ;;ChatGPT;;5.615200519561768;5.780263900756836;0.16506338119506836;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Susipažinome su rugsėjo 15 dienos ataskaita apie finansinę veiklą.;Susipažinome su ataskaita iš rugsėjo 15 dienos apie finansinę veiklą.; ;;ChatGPT;;5.459888935089111;5.571609973907471;0.11172103881835938;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Jis vadovaujasi birželio 3 dienos direktyva, nustatančia naujas procedūras.;Jis vadovaujasi direktyva iš birželio 3 dienos, nustatančia naujas procedūras.; ;;ChatGPT;;6.534990310668945;6.461978912353516;-0.07301139831542969;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Šio klausimo nagrinėjimui remsimės oficialiu spalio 2 dienos dokumentu.;Šio klausimo nagrinėjimui remsimės oficialiu dokumentu iš spalio 2 dienos.; ;;ChatGPT;;6.87470817565918;6.613796234130859;-0.2609119415283203;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Gavome lapkričio 25 dienos pranešimą dėl pasikeitusių taisyklių.;Gavome pranešimą iš lapkričio 25 dienos dėl pasikeitusių taisyklių.; ;;ChatGPT;;5.88879919052124;5.788122177124023;-0.1006770133972168;incorrect
235.0;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Reikia patikrinti kovo 5 dienos protokolą.;Reikia patikrinti protokolą iš kovo 5 dienos.; ;;vlkk;;6.163034439086914;5.640073299407959;-0.5229611396789551;incorrect
236.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kiek turi pinigų?;Kiek pas tave pinigų?; ;;vlkk;;6.3676347732543945;6.408855438232422;0.041220664978027344;correct
237.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kas turi klausimų?;Pas ką yra klausimų?; ;;vlkk;;5.404330253601074;7.067226886749268;1.6628966331481934;correct
238.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neturiu laiko.;Pas mane nėra laiko.; ;;vlkk;;4.719081401824951;6.319026947021484;1.5999455451965332;correct
239.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jos gražūs plaukai.;Pas ją gražūs plaukai.; ;;vlkk;;6.898870944976807;7.511976718902588;0.6131057739257812;correct
240.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jai gimė sūnus.;Pas ją gimė sūnus.; ;;vlkk;;6.729756832122803;7.36383581161499;0.6340789794921875;correct
241.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Man pakilo temperatūra.;Pas mane pakilo temperatūra.; ;;vlkk;;7.383822441101074;7.868921279907227;0.48509883880615234;correct
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Aš turiu ne vieną gerą draugą.;Pas mane ne vienas geras draugas.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.898420810699463;6.357232093811035;0.45881128311157227;correct
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kaimynui atsitiko avarija.;Pas kaimyną atsitiko avarija.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;8.006668090820312;8.202753067016602;0.19608497619628906;correct
242.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Tavo negerai parašyta.;Pas tave negerai parašyta.; ;;vlkk;;7.928488254547119;8.131775856018066;0.20328760147094727;correct
243.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Čigonų įdomūs laidojimo papročiai.;Pas čigonus įdomūs laidojimo papročiai.; ;;vlkk;;7.317146301269531;7.635610580444336;0.3184642791748047;correct
244.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Varžovui neišlaikė nervai.;Pas varžovą neišlaikė nervai.; ;;vlkk;;7.19362211227417;8.789949417114258;1.596327304840088;correct
245.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neseniai jam išoperavo apendiksą.;Neseniai pas jį išoperavo apendiksą.; ;;vlkk;;6.175628662109375;5.94091796875;-0.234710693359375;incorrect
246.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Pirma vieta atiteko Jonaičiui.;Pirma vieta pas Jonaitį.; ;;vlkk;;7.414434432983398;6.401741981506348;-1.0126924514770508;incorrect
247.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;1;atsiprašyti;Atsiprašyk mokytoją už įžeidimą.;Atsiprašyk pas mokytoją už įžeidimą.; ;;vlkk;;5.818368434906006;5.973453044891357;0.15508460998535156;correct
248.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;2;gauti;Iš ko gavai tą žurnalą?;Pas ką gavai tą žurnalą?; ;;vlkk;;7.690018177032471;8.243741989135742;0.5537238121032715;correct
249.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;3;imti;Jis paėmė iš manęs pieštuką.;Jis paėmė pas mane pieštuką.; ;;vlkk;;6.207521438598633;6.004618167877197;-0.20290327072143555;incorrect
250.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;4;įsigyti;Jis sakė įsigijęs tą knygą iš gatvės prekeivio.;Jis sakė įsigijęs tą knygą pas gatvės prekeivį.; ;;vlkk;;6.433450222015381;7.260612964630127;0.8271627426147461;correct
251.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;5;klausti;Paklausėme praeivį, kur galėtume užkąsti.;Paklausėme pas praeivį, kur galėtume užkąsti.; ;;vlkk;;6.6543731689453125;6.582550525665283;-0.0718226432800293;incorrect
252.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;6;kreiptis;Informacijos kreipkitės į pavaduotoją.;Informacijos kreipkitės pas pavaduotoją.; ;;vlkk;;6.141305923461914;6.884078025817871;0.742772102355957;correct
253.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;7;pirkti;Pirkau iš jo dviratį.;Pirkau pas jį dviratį.; ;;vlkk;;5.7902069091796875;6.2067413330078125;0.416534423828125;correct
254.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;8;prašyti;Prašysiu direktorių, kad išleistų atostogų.;Prašysiu pas direktorių, kad išleistų atostogų.; ;;vlkk;;6.635438442230225;6.682197570800781;0.04675912857055664;correct
255.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;9;reikalauti;Pažymėjimo reikalaukite iš buhalterio.;Pažymėjimo reikalaukite pas buhalterį.; ;;vlkk;;7.273262023925781;7.682914733886719;0.4096527099609375;correct
256.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;10;skambinti;Skambink pirmininkui iš ano kabineto.;Skambink pas pirmininką iš ano kabineto.; ;;vlkk;;6.613699913024902;6.4010539054870605;-0.2126460075378418;incorrect
257.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;11;skolintis;Teko skolintis pinigų iš draugės.;Teko skolintis pinigų pas draugę.; ;;vlkk;;5.436563014984131;6.442028045654297;1.005465030670166;correct
258.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;12;skųstis;Skųsiuosi pačiam ministrui.;Skųsiuosi pas patį ministrą.; ;;vlkk;;7.199656009674072;7.594290733337402;0.3946347236633301;correct
259.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;13;sužinoti;Tvarkaraštį sužinosiu iš draugės.;Tvarkaraštį sužinosiu pas draugę.; ;;vlkk;;6.625276565551758;7.222723484039307;0.5974469184875488;correct
260.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;14;šauktis;Susirgęs šaukis daktaro.;Susirgęs šaukis pas daktarą.; ;;vlkk;;6.786585807800293;6.95358419418335;0.16699838638305664;correct
261.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;15;teirautis;Dėl kelialapio teiraukitės vedėjos.;Dėl kelialapio teiraukitės pas vedėją.; ;;vlkk;;7.426088333129883;6.9825286865234375;-0.4435596466064453;incorrect
262.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;16;vogti;Iš kaimynų pavogė arklį.;Pas kaimynus pavogė arklį.; ;;vlkk;;6.9466376304626465;7.833174705505371;0.8865370750427246;correct
263.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Dokumentai išduodami su parašu.;Dokumentai išduodami po parašu.; ;;vlkk;;6.9135003089904785;6.916228294372559;0.002727985382080078;correct
264.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Kiek jis jau laikomas areštuotas?;Kiek jis jau laikomas po areštu?; ;;vlkk;;5.913226127624512;6.325769424438477;0.41254329681396484;correct
265.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Čia stovi įrenginiai su įtampa.;Čia stovi įrenginiai po įtampa.; ;;vlkk;;7.096626281738281;7.4816460609436035;0.38501977920532227;correct
266.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Su kokia rubrika dėsime šį straipsnį?;Po kokia rubrika dėsime šį straipsnį?; ;;vlkk;;7.919421672821045;7.912509441375732;-0.0069122314453125;incorrect
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Dokumentai patvirtinami notaro antspaudu.;Dokumentai patvirtinami po notaro antspaudu.; ;;ChatGPT;;6.276885032653809;6.324224472045898;0.047339439392089844;correct
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Knyga buvo parašyta remiantis archyvine medžiaga.;Knyga buvo parašyta po archyvine medžiaga.; ;;ChatGPT;;6.533581733703613;6.872567176818848;0.3389854431152344;correct
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Straipsnis publikuotas laikantis redakcijos nustatytų gairių ir rekomendacijų.;Straipsnis publikuotas po redakcijos nustatytų gairių ir rekomendacijų.; ;;ChatGPT;;6.2166337966918945;6.601926803588867;0.38529300689697266;correct
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Ji pasirašė šią sutartį su teisininkų patikrintu tekstu.;Ji pasirašė šią sutartį po teisininkų patikrintu tekstu.; ;;ChatGPT;;6.434528350830078;6.9105963706970215;0.47606801986694336;correct
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Paraiška pateikta su visais privalomais dokumentais ir liudijimais.;Paraiška pateikta po visais privalomais dokumentais ir liudijimais.; ;;ChatGPT;;7.059326171875;7.550943374633789;0.49161720275878906;correct
267.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Laivas plaukioja su Lietuvos vėliava.;Laivas plaukioja po Lietuvos vėliava.; ;;vlkk;;6.353787422180176;6.4188337326049805;0.06504631042480469;correct
268.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;1;prie (kokių) aplinkybių;Nusikaltimas padarytas sunkinančiomis aplinkybėmis.;Nusikaltimas padarytas prie sunkinančių aplinkybių.; ;;vlkk;;7.401115417480469;6.705267906188965;-0.6958475112915039;incorrect
269.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used to express conditions of an action in certain phrases.;2;prie uždarų durų;Posėdis vyko už uždarų durų.;Posėdis vyko prie uždarų durų.; ;;vlkk;;7.0939621925354;7.1496262550354;0.0556640625;correct
270.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;3;prie ligos;Susirgus gripu reikia gulėti.;Prie gripo reikia gulėti.; ;;vlkk;;6.751020431518555;6.432440280914307;-0.31858015060424805;incorrect
271.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;4;prie (kokių) norų;Ir geriausių norų turėdamas negalėsiu tavęs pasitikti.;Ir prie geriausių norų negalėsiu tavęs pasitikti.; ;;vlkk;;6.9483489990234375;6.8379435539245605;-0.11040544509887695;incorrect
272.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;5;prie progos;Progai pasitaikius aplankykite šią parodą.;Prie progos aplankykite šią parodą.; ;;vlkk;;7.922857761383057;7.280329704284668;-0.6425280570983887;incorrect
273.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;6;prie (kokių) sąlygų;Sunku dirbti tokiomis sąlygomis.;Sunku dirbti prie tokių sąlygų.; ;Changed 'esamų' to 'tokių'.;vlkk;;5.518360614776611;5.906685829162598;0.38832521438598633;correct
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;6;prie (kokių) sąlygų;Susidarius nepalankioms oro sąlygoms, renginys gali būti atšauktas.;Prie nepalankių oro sąlygų renginys gali būti atšauktas.; ;;ChatGPT;;5.6617960929870605;5.862767696380615;0.2009716033935547;correct
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;3;prie ligos;Sergant sunkiomis ligomis, pacientams rekomenduojama visiška ramybė ir nuolatinė priežiūra.;Prie sunkių ligų pacientams rekomenduojama visiška ramybė ir nuolatinė priežiūra.; ;;ChatGPT;;6.5922675132751465;7.2495880126953125;0.657320499420166;correct
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;1;prie (kokių) aplinkybių;Susidarius kritinėms aplinkybėms, policija turėjo imtis papildomų saugumo priemonių.;Prie kritinių aplinkybių policija turėjo imtis papildomų saugumo priemonių.; ;;ChatGPT;;6.052792549133301;5.543653964996338;-0.5091385841369629;incorrect
274.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;7;prie (kokios) temperatūros;Aukštoje temperatūroje ši medžiaga lydosi.;Prie aukštos temperatūros ši medžiaga lydosi.; ;;vlkk;;6.712640285491943;7.363551139831543;0.6509108543395996;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Reagentai maišomi proporcija vienas su keturiais.;Reagentai maišomi proporcija vienas prie keturių.; ;;ChatGPT;;6.642660617828369;7.106245040893555;0.46358442306518555;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Valiuta konvertuojama kursu trys į penkis.;Valiuta konvertuojama kursu trys prie penkių.; ;;ChatGPT;;8.874330520629883;8.778214454650879;-0.0961160659790039;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Sudedamosios dalys sumaišomos santykiu trys su septyniais.;Sudedamosios dalys sumaišomos santykiu trys prie septynių.; ;;ChatGPT;;6.280819416046143;6.323044776916504;0.04222536087036133;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Tirpalo dalys sujungiamos proporcija keturi su vienuolika.;Tirpalo dalys sujungiamos proporcija keturi prie vienuolikos.; ;;ChatGPT;;6.455100059509277;7.0564494132995605;0.6013493537902832;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Sultys paruoštos maišant koncentratą santykiu vienas su dešimt.;Sultys paruoštos maišant koncentratą santykiu vienas prie dešimties.; ;;ChatGPT;;7.216129779815674;7.116326332092285;-0.09980344772338867;incorrect
