sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;google_gemma-3-1b-it_correct_nll;google_gemma-3-1b-it_incorrect_nll;google_gemma-3-1b-it_certainty;google_gemma-3-1b-it_decision
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Jiems dabar ne pokalbiai rūpi - reikia surasti sprendimą.;Jiems dabar ne iki pokalbių - reikia surasti sprendimą.; ;;ChatGPT;;8.715100288391113;8.712360382080078;-0.0027399063110351562;incorrect
;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Po visos dienos darbų darbuotojams ne biuro reikalai galvoje - norisi kuo greičiau grįžti namo ir pailsėti.;Po visos dienos darbų darbuotojams ne iki biuro reikalų - norisi kuo greičiau grįžti namo ir pailsėti.; ;;ChatGPT;;6.761789321899414;6.652440071105957;-0.10934925079345703;incorrect
233.0;2;Use of Prepositions;10;4.4 Iki;1;4.4.1 Iki should not be used to express a state in an impersonal sentence.;1;;Visiems buvo ne juokas galvoj.;Visiems buvo ne iki juoko.; ;;vlkk;;9.633145332336426;9.400566101074219;-0.23257923126220703;incorrect
234.0;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Remsimės spalio 17 dienos nutarimu.;Remsimės nutarimu iš spalio 17 dienos.; ;;vlkk;;7.497663497924805;5.861301422119141;-1.636362075805664;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Gavome Lietuvos Respublikos žemės ūkio ministerijos lapkričio 18 dienos pranešimą.;Gavome Lietuvos Respublikos žemės ūkio ministerijos pranešimą iš lapkričio 18 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;6.364766597747803;6.778966426849365;0.4141998291015625;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Atsisiuntėme Lietuvos banko spalio 7 dienos raštą.;Atsisiuntėme Lietuvos banko raštą iš spalio 7 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;6.708597660064697;5.827719688415527;-0.8808779716491699;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Dabar perskaitysime svarbią lapkričio 10 dienos žinutę.;Dabar perskaitysime svarbią žinutę iš lapkričio 10 dienos.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;9.007719993591309;9.618865966796875;0.6111459732055664;correct
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Perskaitėme spalio 20 dienos memorandumą, skirtą darbuotojams.;Perskaitėme memorandumą iš spalio 20 dienos, skirtą darbuotojams.; ;;ChatGPT;;6.605340480804443;5.536715984344482;-1.068624496459961;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Susipažinome su rugsėjo 15 dienos ataskaita apie finansinę veiklą.;Susipažinome su ataskaita iš rugsėjo 15 dienos apie finansinę veiklą.; ;;ChatGPT;;8.182452201843262;7.370205402374268;-0.8122467994689941;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Jis vadovaujasi birželio 3 dienos direktyva, nustatančia naujas procedūras.;Jis vadovaujasi direktyva iš birželio 3 dienos, nustatančia naujas procedūras.; ;;ChatGPT;;7.90325927734375;7.352195739746094;-0.5510635375976562;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Šio klausimo nagrinėjimui remsimės oficialiu spalio 2 dienos dokumentu.;Šio klausimo nagrinėjimui remsimės oficialiu dokumentu iš spalio 2 dienos.; ;;ChatGPT;;9.19754695892334;7.7333221435546875;-1.4642248153686523;incorrect
;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Gavome lapkričio 25 dienos pranešimą dėl pasikeitusių taisyklių.;Gavome pranešimą iš lapkričio 25 dienos dėl pasikeitusių taisyklių.; ;;ChatGPT;;6.288913726806641;7.704585552215576;1.4156718254089355;correct
235.0;2;Use of Prepositions;11;4.5 Iš;1;4.5.1 Iš should not be used with certain words to indicate the date of writing.;1;;Reikia patikrinti kovo 5 dienos protokolą.;Reikia patikrinti protokolą iš kovo 5 dienos.; ;;vlkk;;7.860500812530518;8.42764949798584;0.5671486854553223;correct
236.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kiek turi pinigų?;Kiek pas tave pinigų?; ;;vlkk;;11.08474063873291;7.406216144561768;-3.6785244941711426;incorrect
237.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kas turi klausimų?;Pas ką yra klausimų?; ;;vlkk;;9.196413040161133;10.416749954223633;1.2203369140625;correct
238.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neturiu laiko.;Pas mane nėra laiko.; ;;vlkk;;10.2662353515625;11.129846572875977;0.8636112213134766;correct
239.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jos gražūs plaukai.;Pas ją gražūs plaukai.; ;;vlkk;;9.446198463439941;10.910449981689453;1.4642515182495117;correct
240.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Jai gimė sūnus.;Pas ją gimė sūnus.; ;;vlkk;;9.122270584106445;8.607336044311523;-0.5149345397949219;incorrect
241.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Man pakilo temperatūra.;Pas mane pakilo temperatūra.; ;;vlkk;;10.838363647460938;9.234293937683105;-1.604069709777832;incorrect
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Aš turiu ne vieną gerą draugą.;Pas mane ne vienas geras draugas.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;6.228927135467529;7.357142448425293;1.1282153129577637;correct
;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Kaimynui atsitiko avarija.;Pas kaimyną atsitiko avarija.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;9.213082313537598;9.828787803649902;0.6157054901123047;correct
242.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Tavo negerai parašyta.;Pas tave negerai parašyta.; ;;vlkk;;9.998477935791016;9.89769458770752;-0.1007833480834961;incorrect
243.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Čigonų įdomūs laidojimo papročiai.;Pas čigonus įdomūs laidojimo papročiai.; ;;vlkk;;7.287210941314697;8.50156307220459;1.2143521308898926;correct
244.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Varžovui neišlaikė nervai.;Pas varžovą neišlaikė nervai.; ;;vlkk;;11.038361549377441;12.093101501464844;1.0547399520874023;correct
245.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Neseniai jam išoperavo apendiksą.;Neseniai pas jį išoperavo apendiksą.; ;;vlkk;;9.121034622192383;9.145095825195312;0.024061203002929688;correct
246.0;2;Use of Prepositions;12;4.6 Pas;1;4.6.1 Pas should not be used to indicate ownership, belonging, or possession.;1;;Pirma vieta atiteko Jonaičiui.;Pirma vieta pas Jonaitį.; ;;vlkk;;8.18489933013916;7.5919694900512695;-0.5929298400878906;incorrect
247.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;1;atsiprašyti;Atsiprašyk mokytoją už įžeidimą.;Atsiprašyk pas mokytoją už įžeidimą.; ;;vlkk;;6.502504348754883;6.822725772857666;0.3202214241027832;correct
248.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;2;gauti;Iš ko gavai tą žurnalą?;Pas ką gavai tą žurnalą?; ;;vlkk;;8.898298263549805;10.254253387451172;1.3559551239013672;correct
249.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;3;imti;Jis paėmė iš manęs pieštuką.;Jis paėmė pas mane pieštuką.; ;;vlkk;;8.010201454162598;7.3687520027160645;-0.6414494514465332;incorrect
250.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;4;įsigyti;Jis sakė įsigijęs tą knygą iš gatvės prekeivio.;Jis sakė įsigijęs tą knygą pas gatvės prekeivį.; ;;vlkk;;8.10741901397705;10.142786979675293;2.035367965698242;correct
251.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;5;klausti;Paklausėme praeivį, kur galėtume užkąsti.;Paklausėme pas praeivį, kur galėtume užkąsti.; ;;vlkk;;6.49249267578125;6.793576240539551;0.3010835647583008;correct
252.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;6;kreiptis;Informacijos kreipkitės į pavaduotoją.;Informacijos kreipkitės pas pavaduotoją.; ;;vlkk;;7.648155689239502;8.06724739074707;0.41909170150756836;correct
253.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;7;pirkti;Pirkau iš jo dviratį.;Pirkau pas jį dviratį.; ;;vlkk;;9.110804557800293;7.799560546875;-1.311244010925293;incorrect
254.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;8;prašyti;Prašysiu direktorių, kad išleistų atostogų.;Prašysiu pas direktorių, kad išleistų atostogų.; ;;vlkk;;6.384392261505127;6.619106292724609;0.23471403121948242;correct
255.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;9;reikalauti;Pažymėjimo reikalaukite iš buhalterio.;Pažymėjimo reikalaukite pas buhalterį.; ;;vlkk;;7.798260688781738;7.457529067993164;-0.3407316207885742;incorrect
256.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;10;skambinti;Skambink pirmininkui iš ano kabineto.;Skambink pas pirmininką iš ano kabineto.; ;;vlkk;;12.494466781616211;8.512317657470703;-3.982149124145508;incorrect
257.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;11;skolintis;Teko skolintis pinigų iš draugės.;Teko skolintis pinigų pas draugę.; ;;vlkk;;8.344792366027832;8.337285995483398;-0.007506370544433594;incorrect
258.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;12;skųstis;Skųsiuosi pačiam ministrui.;Skųsiuosi pas patį ministrą.; ;;vlkk;;8.120588302612305;8.43722152709961;0.3166332244873047;correct
259.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;13;sužinoti;Tvarkaraštį sužinosiu iš draugės.;Tvarkaraštį sužinosiu pas draugę.; ;;vlkk;;8.961227416992188;8.414224624633789;-0.5470027923583984;incorrect
260.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;14;šauktis;Susirgęs šaukis daktaro.;Susirgęs šaukis pas daktarą.; ;;vlkk;;10.132647514343262;7.4713640213012695;-2.661283493041992;incorrect
261.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;15;teirautis;Dėl kelialapio teiraukitės vedėjos.;Dėl kelialapio teiraukitės pas vedėją.; ;;vlkk;;8.266021728515625;8.156961441040039;-0.10906028747558594;incorrect
262.0;2;Use of Prepositions;12;4.6 Pas;2;4.6.2 Pas should not be used to express the recipient or source of an action, not related to location, with verbs.;16;vogti;Iš kaimynų pavogė arklį.;Pas kaimynus pavogė arklį.; ;;vlkk;;8.843255043029785;8.325765609741211;-0.5174894332885742;incorrect
263.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Dokumentai išduodami su parašu.;Dokumentai išduodami po parašu.; ;;vlkk;;8.231978416442871;7.581017971038818;-0.6509604454040527;incorrect
264.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Kiek jis jau laikomas areštuotas?;Kiek jis jau laikomas po areštu?; ;;vlkk;;8.706206321716309;7.509457111358643;-1.196749210357666;incorrect
265.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Čia stovi įrenginiai su įtampa.;Čia stovi įrenginiai po įtampa.; ;;vlkk;;7.534903049468994;7.29079008102417;-0.24411296844482422;incorrect
266.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Su kokia rubrika dėsime šį straipsnį?;Po kokia rubrika dėsime šį straipsnį?; ;;vlkk;;7.83190393447876;7.272073268890381;-0.5598306655883789;incorrect
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Dokumentai patvirtinami notaro antspaudu.;Dokumentai patvirtinami po notaro antspaudu.; ;;ChatGPT;;8.762969970703125;8.425734519958496;-0.3372354507446289;incorrect
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Knyga buvo parašyta remiantis archyvine medžiaga.;Knyga buvo parašyta po archyvine medžiaga.; ;;ChatGPT;;6.683093547821045;7.900348663330078;1.2172551155090332;correct
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Straipsnis publikuotas laikantis redakcijos nustatytų gairių ir rekomendacijų.;Straipsnis publikuotas po redakcijos nustatytų gairių ir rekomendacijų.; ;;ChatGPT;;6.4679036140441895;5.565069198608398;-0.902834415435791;incorrect
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Ji pasirašė šią sutartį su teisininkų patikrintu tekstu.;Ji pasirašė šią sutartį po teisininkų patikrintu tekstu.; ;;ChatGPT;;6.949259281158447;6.6325764656066895;-0.3166828155517578;incorrect
;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Paraiška pateikta su visais privalomais dokumentais ir liudijimais.;Paraiška pateikta po visais privalomais dokumentais ir liudijimais.; ;;ChatGPT;;6.557031631469727;7.7129292488098145;1.155897617340088;correct
267.0;2;Use of Prepositions;13;4.7 Po;1;4.7.1 Po (with the instrumental case) should not be used to express the mode or basis of an action.;1;;Laivas plaukioja su Lietuvos vėliava.;Laivas plaukioja po Lietuvos vėliava.; ;;vlkk;;9.072195053100586;8.721067428588867;-0.35112762451171875;incorrect
268.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;1;prie (kokių) aplinkybių;Nusikaltimas padarytas sunkinančiomis aplinkybėmis.;Nusikaltimas padarytas prie sunkinančių aplinkybių.; ;;vlkk;;11.469210624694824;10.685193061828613;-0.7840175628662109;incorrect
269.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used to express conditions of an action in certain phrases.;2;prie uždarų durų;Posėdis vyko už uždarų durų.;Posėdis vyko prie uždarų durų.; ;;vlkk;;6.1293487548828125;6.417108058929443;0.28775930404663086;correct
270.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;3;prie ligos;Susirgus gripu reikia gulėti.;Prie gripo reikia gulėti.; ;;vlkk;;10.88400936126709;8.691665649414062;-2.1923437118530273;incorrect
271.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;4;prie (kokių) norų;Ir geriausių norų turėdamas negalėsiu tavęs pasitikti.;Ir prie geriausių norų negalėsiu tavęs pasitikti.; ;;vlkk;;7.299378871917725;7.055750370025635;-0.24362850189208984;incorrect
272.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;5;prie progos;Progai pasitaikius aplankykite šią parodą.;Prie progos aplankykite šią parodą.; ;;vlkk;;7.26583194732666;7.494627952575684;0.22879600524902344;correct
273.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;6;prie (kokių) sąlygų;Sunku dirbti tokiomis sąlygomis.;Sunku dirbti prie tokių sąlygų.; ;Changed 'esamų' to 'tokių'.;vlkk;;8.99803352355957;7.237102031707764;-1.7609314918518066;incorrect
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;6;prie (kokių) sąlygų;Susidarius nepalankioms oro sąlygoms, renginys gali būti atšauktas.;Prie nepalankių oro sąlygų renginys gali būti atšauktas.; ;;ChatGPT;;9.176345825195312;6.193341255187988;-2.983004570007324;incorrect
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;3;prie ligos;Sergant sunkiomis ligomis, pacientams rekomenduojama visiška ramybė ir nuolatinė priežiūra.;Prie sunkių ligų pacientams rekomenduojama visiška ramybė ir nuolatinė priežiūra.; ;;ChatGPT;;5.412853717803955;4.50045919418335;-0.9123945236206055;incorrect
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;1;prie (kokių) aplinkybių;Susidarius kritinėms aplinkybėms, policija turėjo imtis papildomų saugumo priemonių.;Prie kritinių aplinkybių policija turėjo imtis papildomų saugumo priemonių.; ;;ChatGPT;;6.798016548156738;6.485576629638672;-0.3124399185180664;incorrect
274.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;7;prie (kokios) temperatūros;Aukštoje temperatūroje ši medžiaga lydosi.;Prie aukštos temperatūros ši medžiaga lydosi.; ;;vlkk;;8.842429161071777;7.646092414855957;-1.1963367462158203;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Reagentai maišomi proporcija vienas su keturiais.;Reagentai maišomi proporcija vienas prie keturių.; ;;ChatGPT;;8.115804672241211;8.499603271484375;0.38379859924316406;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Valiuta konvertuojama kursu trys į penkis.;Valiuta konvertuojama kursu trys prie penkių.; ;;ChatGPT;;9.295979499816895;8.981386184692383;-0.3145933151245117;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Sudedamosios dalys sumaišomos santykiu trys su septyniais.;Sudedamosios dalys sumaišomos santykiu trys prie septynių.; ;;ChatGPT;;8.98591136932373;8.716107368469238;-0.2698040008544922;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Tirpalo dalys sujungiamos proporcija keturi su vienuolika.;Tirpalo dalys sujungiamos proporcija keturi prie vienuolikos.; ;;ChatGPT;;9.138410568237305;10.130908966064453;0.9924983978271484;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Sultys paruoštos maišant koncentratą santykiu vienas su dešimt.;Sultys paruoštos maišant koncentratą santykiu vienas prie dešimties.; ;;ChatGPT;;7.893603801727295;7.428691864013672;-0.46491193771362305;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Studentų ir dėstytojų skaičius universitete yra santykiu dvidešimt su vienu.;Studentų ir dėstytojų skaičius universitete yra santykiu dvidešimt prie vieno.; ;;ChatGPT;;5.452709197998047;4.841599941253662;-0.6111092567443848;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Produktai maišomi dalimis penki su septyniais, kad gautųsi tinkama tekstūra.;Produktai maišomi dalimis penki prie septynių, kad gautųsi tinkama tekstūra.; ;;ChatGPT;;7.78915548324585;7.989250659942627;0.20009517669677734;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Naujas valiutos kursas nustatytas santykiu vienas su aštuoniais.;Naujas valiutos kursas nustatytas santykiu vienas prie aštuonių.; ;;ChatGPT;;6.3592209815979;6.940780162811279;0.5815591812133789;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Tyrime gauta duomenų imtis, kurioje vyrai ir moterys pasiskirstė santykiu keturi su šešiais.;Tyrime gauta duomenų imtis, kurioje vyrai ir moterys pasiskirstė santykiu keturi prie šešių.; ;;ChatGPT;;8.463091850280762;8.502202033996582;0.03911018371582031;correct
275.0;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Pinigai bus keičiami santykiu vienas už šimtą.;Pinigai bus keičiami santykiu vienas prie šimto.; ;;vlkk;;8.539219856262207;6.998727798461914;-1.540492057800293;incorrect
276.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;1;atsiprašyti (prieš ką);Teko atsiprašyti draugą.;Teko atsiprašyti prieš draugą.; ;;vlkk;;9.356240272521973;7.652065277099609;-1.7041749954223633;incorrect
277.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;2;atsparus (prieš ką);Kaktusai atsparūs sausroms.;Kaktusai atsparūs prieš sausras.; ;;vlkk;;8.566163063049316;7.7392354011535645;-0.826927661895752;incorrect
278.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;3;gintis (prieš ką);Ginsimės nuo visų, kurie mus puls.;Ginsimės prieš visus, kurie mus puls.; ;;vlkk;;8.281598091125488;8.176040649414062;-0.10555744171142578;incorrect
279.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;4;neapykanta (prieš ką);Jis ilgai jautė neapykantą tikram broliui.;Jis ilgai jautė neapykantą prieš tikrą brolį.; ;;vlkk;;8.823451042175293;8.036604881286621;-0.7868461608886719;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;1;atsiprašyti (prieš ką);Vaikai atsiprašo mokytojos, kad triukšmavo per pamoką.;Vaikai atsiprašo prieš mokytoją, kad triukšmavo per pamoką.; ;;ChatGPT;;6.555005073547363;6.260493755340576;-0.2945113182067871;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;2;atsparus (prieš ką);Ši medžiaga atspari rūdims.;Ši medžiaga atspari prieš rūdis.; ;;ChatGPT;;7.542548179626465;7.982937335968018;0.44038915634155273;correct
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;3;gintis (prieš ką);Sportininkas gynėsi nuo stipraus varžovo smūgių.;Sportininkas gynėsi prieš stipraus varžovo smūgius.; ;;ChatGPT;;6.332435607910156;6.763740062713623;0.4313044548034668;correct
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;4;neapykanta (prieš ką);Pamilusi vokiečių riterį Kelerį kunigaikštytė atstumia Skirgailą ir jaučia neapykantą jam.;Pamilusi vokiečių riterį Kelerį kunigaikštytė atstumia Skirgailą ir jaučia neapykantą prieš jį.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;8.370077133178711;7.953065395355225;-0.41701173782348633;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;4;neapykanta (prieš ką);Jis jautė neapykantą savo buvusiai vadovei.;Jis jautė neapykantą prieš savo buvusią vadovę.; ;;ChatGPT;;8.846588134765625;6.006523609161377;-2.840064525604248;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;5;pareiga (prieš ką);Mažvydui buvo svarbesnė pareiga tėvynei negu tikėjimui.;Mažvydui buvo svarbesnė pareiga prieš tėvynę negu prieš tikėjimą.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;7.61073112487793;6.554276943206787;-1.0564541816711426;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;5;pareiga (prieš ką);Jis jaučia pareigą savo šeimai ir bendruomenei.;Jis jaučia pareigą prieš savo šeimą ir bendruomenę.; ;;ChatGPT;;7.1102495193481445;7.22967529296875;0.11942577362060547;correct
280.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;5;pareiga (prieš ką);Jaučia pareigą tėvams.;Jaučia pareigą prieš tėvus.; ;;vlkk;;7.822509288787842;7.049637317657471;-0.7728719711303711;incorrect
281.0;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Rezoliucijos projektą siūloma priimti kaip pagrindą.;Rezoliucijos projektą siūloma priimti už pagrindą.; ;;vlkk;;6.631564140319824;7.612565517425537;0.9810013771057129;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Šis mokslinis tiriamasis darbas ir jo pagrindu paregta disertacija yra reikšmingas įnašas.;Šis mokslinis tiriamasis darbas ir už jo pagrindą paregta disertacija yra reikšmingas įnašas.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;7.62497615814209;7.381837368011475;-0.24313879013061523;incorrect
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Žaidžiu Anykščių „Šarūno“ vyrų komandoje.;Žaidžiu už Anykščių „Šarūno“ vyrų komandą.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;5.168637752532959;5.5931854248046875;0.4245476722717285;correct
